run_name,Learning Rate,Loss/average,Loss/batch,Rules/anyvalid,Rules/anyvalid_cnt,Rules/c2,Rules/c2_cnt,Rules/c3,Rules/c3_cnt,full_name,step,step/epoch,Learning Rate_std,Loss/average_std,Loss/batch_std,Rules/anyvalid_std,Rules/anyvalid_cnt_std,Rules/c2_std,Rules/c2_cnt_std,Rules/c3_std,Rules/c3_cnt_std
BaseBlnrX3_new_stream0_16M,0.00019999999494757503,0.6762307584285736,0.6572702646255493,0.6419596433639526,3944.2,0.234912109375,481.1,0.23251953125,476.2,BaseBlnrX3_new_stream0_16M_RAVEN10_abstract_20240921-2218/tensorboard_logs,999999,977500,0.0,6.733493101041306e-06,0.04414010831021631,0.008416730089972091,51.71245283080065,0.008449288127941781,17.30414208602477,0.009209421038935933,18.86089428774079
BaseBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6837207973003387,0.6636446416378021,0.6470865905284882,3975.7,0.233837890625,478.9,0.25908203125,530.6,BaseBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240921-2218/tensorboard_logs,999999,977500,0.0,6.503510472511262e-06,0.05886150226685925,0.0070538099441096085,43.33858942482247,0.012915528770285399,26.451002921544497,0.012320866788066827,25.23313518196086
BigBlnrX3_new_stream0_016M,0.00019999999494757503,0.34834761917591095,0.2504622429609299,0.5567545592784882,3420.7,0.14775390625,302.6,0.0548828125,112.4,BigBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0104/tensorboard_logs,999999,977500,0.0,2.4028165421500883e-05,0.06123350793033314,0.0032188680627550344,19.776810213535953,0.008132159347438215,16.654662343553465,0.00553481149807538,11.335293948058379
BigBlnrX3_new_stream0_016M_heldout0,0.00019999999494757503,0.33010314404964447,0.23769271671772002,0.5659342408180237,3477.1,0.152783203125,312.9,0.0796875,163.2,BigBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0104/tensorboard_logs,999999,977500,0.0,2.431161375386126e-05,0.048325190598493314,0.00781869718859754,48.03806361163571,0.007470862692331845,15.300326793895618,0.005303093055254737,10.8607345771617
BigBlnrX3_new_stream0_16M,0.00019999999494757503,0.62017462849617,0.5572519421577453,0.7229492127895355,4441.8,0.222705078125,456.1,0.458154296875,938.3,BigBlnrX3_new_stream0_16M_RAVEN10_abstract_20240828-1332/tensorboard_logs,999999,977500,0.0,8.588358509619091e-06,0.06536356972116236,0.006535143662437034,40.15193367420496,0.010865888342257948,22.253339324944278,0.01115366152794103,22.84269880922323
BigBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6253714680671691,0.5774047046899795,0.7042154908180237,4326.7,0.237646484375,486.7,0.4099609375,839.6,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2308/tensorboard_logs,999999,977500,0.0,9.879270837744155e-06,0.05665699455926154,0.00777020131705411,47.74015314410107,0.005949332955490779,12.184233892845116,0.008457905775767554,17.32179102877195
BigBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6240389287471771,0.5743508160114288,0.6994466066360474,4297.4,0.241748046875,495.1,0.408447265625,836.5,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,1.0243387650255588e-05,0.05764434401688551,0.009656268931094855,59.32808965593109,0.0067754094236691115,13.87603849967434,0.014232465489155806,29.14808932179109
BigBlnrX3_new_stream0_48M,0.00019999999494757503,0.6285492479801178,0.5880359411239624,0.7424804747104645,4561.8,0.14990234375,307.0,0.58232421875,1192.6,BigBlnrX3_new_stream0_48M_RAVEN10_abstract_20240828-1332/tensorboard_logs,999999,977500,0.0,3.5857862349332307e-06,0.06268347495569168,0.006445339590754301,39.60022446625508,0.005628781401624537,11.527744310527051,0.006608153093725406,13.533497535949632
BigBlnrX3_new_stream0_48M_heldout0,0.00019999999494757503,0.6363868594169617,0.5957813382148742,0.7301106810569763,4485.8,0.13388671875,274.2,0.58125,1190.4,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,3.781000125003939e-06,0.03182659966149886,0.009326802629627371,57.30386839763381,0.007171808335292927,14.687863470679915,0.009563334509644599,19.58570907575214
BigBlnrX3_new_stream0_48M_heldout0,0.00019999999494757503,0.6361518919467926,0.5955688297748566,0.7306803345680237,4489.3,0.131640625,269.6,0.58154296875,1191.0,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2314/tensorboard_logs,999999,977500,0.0,4.3287227802664924e-06,0.031784863878024816,0.00830912708082083,51.051281407358914,0.003927891439843319,8.044321668799117,0.010221561502674188,20.933757957476736
BigBlnrX3_new_stream16M,0.00019999999494757503,0.6291754424571991,0.5826476961374283,0.7465169250965118,4586.6,0.14189453125,290.6,0.588037109375,1204.3,BigBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0237/tensorboard_logs,999999,977500,0.0,3.7408266344969768e-06,0.06422138732859047,0.008485490847378142,52.13486783760407,0.009245020903848017,18.93380281108074,0.010988558319163072,22.50456743764597
BigBlnrX3_new_stream16M_heldout0,0.00019999999494757503,0.6373814761638641,0.6189965903759003,0.7260416626930237,4460.8,0.13642578125,279.4,0.571630859375,1170.7,BigBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,3.6747121549668923e-06,0.05301085366997835,0.008222146427315957,50.51688386624371,0.0070766162812902,14.49291014408233,0.008547789077494568,17.505872030708876
BigBlnrX3_new_stream1_6M,0.00019999999494757503,0.6291034340858459,0.5862670421600342,0.7433431029319764,4567.1,0.14091796875,288.6,0.590771484375,1209.9,BigBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1903/tensorboard_logs,999999,977500,0.0,4.000355421074712e-06,0.06678729733781825,0.01126499134799097,69.2121537175531,0.004307466035240236,8.821690440172004,0.011047224649270194,22.62471608170536
