run_name,Loss/train,Train/Avg_Loss,Val/AnyValid,Val/AnyValid_abinit,Val/Avg_Loss,Val/C2,Val/C2_abinit,Val/C3,Val/C3_abinit,lr,full_name,step,step/epoch
mamba_base_uncond_heldout0_stream0_16M,0.22977036237716675,0.4900883436203003,0.8848333358764648,0.5084999799728394,47.55979537963867,0.5049999952316284,0.13449999690055847,0.4950000047683716,0.16249999403953552,0.0,mamba_base_RAVEN_uncond_heldout0_stream0_16M-20241029-010205/tensorboard_logs,1000000,999999
mamba_base_uncond_heldout0_stream1_6M,3.1129965782165527,,0.9441666603088379,0.3580000102519989,3.285193920135498,0.2529999911785126,0.11500000208616257,0.746999979019165,0.02850000001490116,8.483288547722623e-05,mamba_base_RAVEN_uncond_heldout0_stream1_6M-20241028-202310/tensorboard_logs,151755,149999
mamba_base_cond_heldout0_stream0_16M,0.15433526039123535,0.42016541957855225,0.8901666402816772,0.6001666784286499,53.5458984375,0.42250001430511475,0.22550000250339508,0.5774999856948853,0.2529999911785126,0.0,mamba_base_RAVEN_cond_heldout0_stream0_16M-20241029-010214/tensorboard_logs,1000000,999999
mamba_big_uncond_heldout0_stream1_6M,1.7475690841674805,,0.968500018119812,0.6604999899864197,8.800921440124512,0.15150000154972076,0.3109999895095825,0.8485000133514404,0.32749998569488525,4.250424899510108e-05,mamba_big_RAVEN_uncond_heldout0_stream1_6M-20241101-171600/tensorboard_logs,574999,572499
mamba_base_cond_heldout0_stream0_016M,0.11516736447811127,0.1349436491727829,0.8391666412353516,0.5540000200271606,36.75263977050781,0.862500011920929,0.05649999901652336,0.13750000298023224,0.15199999511241913,0.0,mamba_base_RAVEN_cond_heldout0_stream0_016M-20241029-010210/tensorboard_logs,1000000,999999
mamba_huge_uncond_all,0.22785897552967072,0.23178720474243164,0.9225000143051147,0.5966796875,24.653305053710938,0.3005000054836273,0.23681640625,0.6995000243186951,0.2255859375,3.0328201319207437e-06,mamba_huge_RAVEN_uncond_all-20240730-004038/tensorboard_logs,239414,95
mamba_base_uncond_heldout0_stream16M,3.047361373901367,,0.9503333568572998,0.3504999876022339,3.2570276260375977,0.22349999845027924,0.11100000143051147,0.7764999866485596,0.02500000037252903,8.489249012200162e-05,mamba_base_RAVEN_uncond_heldout0_stream16M-20241028-202313/tensorboard_logs,151159,149999
mamba_big_cond_heldout0_stream0_16M,0.15142704546451569,,0.9018333554267883,0.6278333067893982,22.113454818725586,0.34549999237060547,0.24699999392032623,0.6545000076293945,0.320499986410141,4.234863445162773e-05,mamba_big_RAVEN_cond_heldout0_stream0_16M-20241101-171600/tensorboard_logs,576555,574999
mamba_base_uncond_heldout0_stream16M,3.3561370372772217,3.202629804611206,0.9514999985694885,0.24283333122730255,3.3411049842834473,0.20350000262260437,0.08449999988079071,0.796500027179718,0.010999999940395355,0.0,mamba_base_RAVEN_uncond_heldout0_stream16M-20241029-010121/tensorboard_logs,1000000,999999
mamba_base_uncond_heldout0_stream0_016M,0.17667502164840698,,0.843833327293396,0.5316666960716248,22.905223846435547,0.8955000042915344,0.061500001698732376,0.10450000315904617,0.11100000143051147,8.485188300255686e-05,mamba_base_RAVEN_uncond_heldout0_stream0_016M-20241028-202311/tensorboard_logs,151565,149999
