run_name,Loss/train,Train/Avg_Loss,Val/AnyValid,Val/AnyValid_abinit,Val/Avg_Loss,Val/C2,Val/C2_abinit,Val/C3,Val/C3_abinit,lr,full_name,step,step/epoch,Loss/train_std,Train/Avg_Loss_std,Val/AnyValid_std,Val/AnyValid_abinit_std,Val/Avg_Loss_std,Val/C2_std,Val/C2_abinit_std,Val/C3_std,Val/C3_abinit_std,lr_std,joint_readout,embed_type,heldout,scale,dataset_size,uncond,Val/C23,Val/C23_abinit,readout_embed
GPT2_base_uncond_heldout0_stream0_016M,0.1766405776143074,0.2242802530527115,0.8402500092983246,0.7454500019550323,27.09698181152344,0.8853999972343445,0.1755000010132789,0.1145999990403652,0.441849997639656,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream0_016M-20240820-023934/tensorboard_logs,1000000,977499,0.0037494322491106,,0.0011228582550664,0.004800993998481,0.032940463763571,0.001646550954929,0.0056617632377024,0.0016465454243103,0.0145755652055282,5.6782573783190114e-08,False,default,True,GPT2-B,0.016,True,0.9999999962747097,0.6173499986529349,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream0_16M,0.8362221539020538,,0.9,0.4653000026941299,10.901768207550049,0.4072500050067901,0.1442500025033951,0.5927500009536744,0.1619500011205673,5.702215239580255e-05,GPT2_base_RAVEN_uncond_heldout0_stream0_16M-20240819-032725/tensorboard_logs,429999,404999,0.0230410106496328,,0.0020801880356896,0.0066869123858986,0.1103919501666157,0.0070799012995037,0.0086289241344092,0.0070798996625116,0.005693319221242,9.263832435293528e-09,False,default,True,GPT2-B,0.16,True,1.0000000059604646,0.3062000036239624,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream0_16M,0.436287248134613,1.0508310794830322,0.9050833284854888,0.5189833343029022,15.796246242523193,0.3927999943494796,0.1549500003457069,0.6072000026702881,0.233550001680851,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream0_16M-20240820-024013/tensorboard_logs,1000000,977499,0.0104391966896498,,0.0010722427983067,0.007249712776502,0.0243821354689713,0.0022997569105551,0.0077547444111953,0.0022997694375099,0.0093197822975669,5.6782573783190114e-08,False,default,True,GPT2-B,0.16,True,0.9999999970197677,0.3885000020265579,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream16M,3.2142202854156494,3.2110743522644043,0.9648333370685578,0.3099500000476837,3.338735342025757,0.2068500012159347,0.1464499980211258,0.7931500017642975,0.0293500000610947,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream16M-20240820-024031/tensorboard_logs,1000000,977499,0.0814771027493384,,0.000781740015348,0.0044790684699702,0.0008159859837772,0.002517162602871,0.0071041842375598,0.0025171604323289,0.0028775953916701,5.6782573783190114e-08,False,default,True,GPT2-B,16.0,True,1.0000000029802323,0.1757999980822205,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream16M,3.212418866157532,,0.9534666657447814,0.2952333331108093,3.2803740739822387,0.2181499987840652,0.1292000010609627,0.7818499982357026,0.0260500000789761,4.9086678336607294e-05,GPT2_base_RAVEN_uncond_heldout0_stream16M-20240819-010517/tensorboard_logs,509598,484999,0.0941820868069728,,0.0027708877533112,0.0144773523698466,0.0043228132421375,0.0083999007415027,0.0133649633066662,0.0083998994997493,0.0058615983689491,2.090456579553529e-08,False,default,True,GPT2-B,16.0,True,0.9999999970197677,0.15525000113993878,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream1_6M,3.6331822872161865,,,,,,,,,9.983413328882307e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240818-012450/tensorboard_logs,1762,1753,0.0441653187870866,,,,,,,,,3.0307369485978657e-10,False,default,True,GPT2-B,1.6,True,,,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream1_6M,2.734135293960571,,0.9615666687488555,0.4492000013589859,4.132508230209351,0.2021000012755394,0.2159000009298324,0.7979000031948089,0.0947500005364418,5.727396710426546e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240818-014017/tensorboard_logs,427499,402499,0.0393237697965422,,0.0029050765964264,0.0053810370027979,0.0383091269922422,0.0062352047065646,0.0105982152522469,0.0062352055828613,0.0066049227883381,1.6335602229809687e-08,False,default,True,GPT2-B,1.6,True,1.0000000044703483,0.3106500014662742,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream1_6M,2.9348040580749517,3.115485668182373,0.9522500038146972,0.4429166615009308,3.751266026496887,0.2270999997854232,0.2288499996066093,0.77289999127388,0.1027499996125698,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240820-023925/tensorboard_logs,1000000,977499,0.0727000651842546,,0.0010808368567577,0.0052453687119578,0.0038719138267343,0.0028848291223558,0.0057881564168142,0.0028848230387553,0.0081385576399698,5.6782573783190114e-08,False,default,True,GPT2-B,1.6,True,0.9999999910593032,0.3315999992191791,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream1_6M,3.1086382150650023,,0.939350003004074,0.4036166667938232,3.4020902156829838,0.2749500006437301,0.1945000007748603,0.7250500023365021,0.0683500010520219,4.9251775635639206e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240819-010517/tensorboard_logs,507684,484999,0.107328391451766,,0.0040760167633436,0.0080007867962316,0.0125784668193637,0.0106182507490739,0.0104642255637757,0.0106182512012808,0.005142686939453,8.928560745506877e-09,False,default,True,GPT2-B,1.6,True,1.000000002980232,0.2628500018268822,sep_emb-sep_lm
GPT2_base_uncond_heldout0_stream1_6M,4.229979705810547,,,,,,,,,9.998364839702845e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240818-013524/tensorboard_logs,267,258,0.0339136847192244,,,,,,,,,3.0280574059869597e-10,False,default,True,GPT2-B,1.6,True,,,sep_emb-sep_lm
GPT2_medium_cond_all,0.4797102928161621,0.5051343560218811,0.9598666667938232,0.6747833311557769,13.235505771636962,0.1403500020503997,0.3175500005483627,0.8596500039100647,0.3338500052690506,4.8784440842553066e-08,GPT2_medium_RAVEN_cond_all-20240702-032839/tensorboard_logs,246899,90,0.0133457850162767,0.0178910093891426,0.0009189295572987,0.0061313030385777,0.2222357500327914,0.003837314440247,0.0096363064495689,0.0038373206534517,0.0069203811975953,2.7507086529238633e-08,False,default,False,GPT2-M,,False,1.0000000059604646,0.6514000058174133,sep_emb-sep_lm
GPT2_medium_cond_all_stream16M,3.0599457740783693,3.1157567501068115,0.9761333346366884,0.3901999980211258,3.071870446205139,0.0848499998450279,0.2157000005245208,0.9151499927043916,0.0642500009387731,0.0,GPT2_medium_RAVEN_cond_all_stream16M-20240704-030228/tensorboard_logs,250000,227499,0.1156717984794318,,0.0011514875482782,0.0055964039951585,0.0002429664888756,0.0029064101201279,0.0108964840457016,0.0029064173833924,0.0046918970598246,0.0,False,default,False,GPT2-M,16.0,False,0.9999999925494195,0.2799500014632939,sep_emb-sep_lm
GPT2_medium_cond_heldout0,0.4246505826711654,0.4496337205171585,0.9311666667461396,0.630950003862381,14.461341094970702,0.2589499980211258,0.3003499925136566,0.741049998998642,0.2891000002622604,3.361111047262e-08,GPT2_medium_RAVEN_cond_heldout0-20240701-231350/tensorboard_logs,216099,90,0.0097943795064526,0.0175197926347555,0.0015515978209618,0.0042149468314336,0.243764781549847,0.0040376657566166,0.0078882821635192,0.004037668257989,0.0076004331392162,2.6418382273194686e-08,False,default,True,GPT2-M,,False,0.9999999970197677,0.589449992775917,sep_emb-sep_lm
GPT2_medium_joint_lm_cmb_emb_uncond_heldout0_stream0_16M,0.1525922536849975,0.3479775786399841,0.8864500105381012,0.979750007390976,10.094750213623048,0.4881499946117401,0.0068499999120831,0.511849993467331,0.9664499998092652,1.0377037638065189e-07,GPT2_medium_joint_lm_cmb_emb_RAVEN_uncond_heldout0_stream0_16M-20241120-202833/tensorboard_logs,1000000,977499,0.0014897294929856,,0.000377208249727,0.0030542908397059,0.0064220545665748,0.0010554081518565,0.0020554803654537,0.0010554109757195,0.0037002122572387,5.6782573783190114e-08,True,cmb,True,GPT2-M,0.16,True,0.9999999880790711,0.9732999997213483,cmb_emb-joint_lm
GPT2_medium_joint_lm_joint_emb_uncond_heldout0_stream0_16M,0.1537148594856262,0.3406610786914825,0.8687000036239624,0.9819166719913482,9.942706394195556,0.5487500011920929,0.0071500000078231,0.4512500017881393,0.9690999984741212,1.0377037638065189e-07,GPT2_medium_joint_lm_joint_emb_RAVEN_uncond_heldout0_stream0_16M-20241120-202725/tensorboard_logs,1000000,977499,0.0013606012013072,,0.0010965747996112,0.0018958209026245,0.0057698923592433,0.0016873697852139,0.0020282723846695,0.0016873732193589,0.0032727942710005,5.6782573783190114e-08,True,joint,True,GPT2-M,0.16,True,1.0000000029802323,0.9762499984819443,joint_emb-joint_lm
GPT2_medium_joint_lm_sep_emb_uncond_heldout0_stream0_016M,0.1184467412531375,,0.8495000004768372,0.9986666679382324,10.711484622955322,0.8993000090122223,0.0009000000252854,0.1006999991834163,0.9971500039100648,1.128775884353672e-05,GPT2_medium_joint_lm_sep_emb_RAVEN_uncond_heldout0_stream0_016M-20241122-165627/tensorboard_logs,887499,862499,0.0003036670007399,,0.001644293256422,0.0006236121559385,0.0190231834423724,0.0032930948708415,0.0005163977814781,0.0032930900441787,0.0009732448039911,2.7192599310903164e-08,True,sep,True,GPT2-M,0.016,True,1.0000000081956386,0.9980500039353503,sep_emb-joint_lm
GPT2_medium_joint_lm_sep_emb_uncond_heldout0_stream0_16M,0.1515232861042022,0.3362279236316681,0.8964499950408935,0.9832833290100098,10.070248126983644,0.4381000012159347,0.0063000000081956,0.5619000017642974,0.9719500005245209,1.0377037638065189e-07,GPT2_medium_joint_lm_sep_emb_RAVEN_uncond_heldout0_stream0_16M-20241120-202729/tensorboard_logs,1000000,977499,0.0009345643080354,,0.0007578866491604,0.0023623168487783,0.0047879461380427,0.0009660903133725,0.0019032136721199,0.0009660889424266,0.0038618517048342,5.6782573783190114e-08,True,sep,True,GPT2-M,0.16,True,1.000000002980232,0.9782500005327165,sep_emb-joint_lm
GPT2_medium_joint_lm_sep_emb_uncond_heldout0_stream16M,2.138135933876037,2.131638765335083,0.9855000019073488,0.9912333190441132,2.139818000793457,0.1244999974966049,0.0151500000618398,0.8754999995231628,0.980100005865097,1.0377037638065189e-07,GPT2_medium_joint_lm_sep_emb_RAVEN_uncond_heldout0_stream16M-20241122-165705/tensorboard_logs,1000000,977499,0.1032534249352564,,0.0002721701347701,0.0016484194061564,0.000157346018705,0.000577348571495,0.0029911908416427,0.0005773543073178,0.0033648553051911,5.6782573783190114e-08,True,sep,True,GPT2-M,16.0,True,0.9999999970197677,0.9952500059269368,sep_emb-joint_lm
GPT2_medium_joint_lm_sep_emb_uncond_heldout0_stream1_6M,1.7454315900802613,1.970312237739563,0.9848666727542876,0.9886166632175446,2.597468519210816,0.1240999989211559,0.0303000003099441,0.8759000062942505,0.9660999953746796,1.0377037638065189e-07,GPT2_medium_joint_lm_sep_emb_RAVEN_uncond_heldout0_stream1_6M-20241122-165756/tensorboard_logs,1000000,977499,0.0901674903977916,,0.0002459577470673,0.0011968296955555,0.0026534048235956,0.0006992060133916,0.0026997945967152,0.0006991997384851,0.003186783763754,5.6782573783190114e-08,True,sep,True,GPT2-M,1.6,True,1.0000000052154063,0.9963999956846237,sep_emb-joint_lm
GPT2_medium_uncond_all,0.6385925114154816,0.6558067321777343,0.9320833325386048,0.5110839813947677,13.079411029815674,0.2584000036120414,0.17744140625,0.7416000008583069,0.194921875,4.8784440842553066e-08,GPT2_medium_RAVEN_uncond_all-20240702-032428/tensorboard_logs,246899,90,0.0168745650715102,0.0195381589879815,0.0017360454429066,0.0099072950015334,0.2196337656747976,0.0050760905499861,0.0053498435372897,0.0050760899628895,0.0093180871598275,2.7507086529238633e-08,False,default,False,GPT2-M,,True,1.0000000044703483,0.37236328124999996,sep_emb-sep_lm
GPT2_medium_uncond_all_stream16M,3.120969104766845,3.200251340866089,0.9768333315849304,0.3678833365440369,3.1395393133163454,0.0895999997854232,0.1514499992132187,0.91039999127388,0.0435000002384185,0.0,GPT2_medium_RAVEN_uncond_all_stream16M-20240704-025623/tensorboard_logs,250000,227499,0.1018939723746022,,0.0017708247598669,0.0095858875724495,0.0002810693395137,0.0049710268176964,0.0105262907510575,0.0049710257852111,0.0065404724445344,0.0,False,default,False,GPT2-M,16.0,True,0.9999999910593033,0.19494999945163718,sep_emb-sep_lm
GPT2_medium_uncond_heldout0,0.5263526797294616,0.5462502598762512,0.910483342409134,0.5059244692325592,14.34271535873413,0.3761999934911728,0.178662109375,0.6237999975681305,0.188623046875,3.361111047262e-08,GPT2_medium_RAVEN_uncond_heldout0-20240701-133418/tensorboard_logs,216099,90,0.0145052225600566,0.0181075295501748,0.0012004423813027,0.0075660507208686,0.2420793904178135,0.003293089641966,0.0085614145152416,0.0032930950719607,0.0098521825877768,2.6418382273194686e-08,False,default,True,GPT2-M,,True,0.9999999910593034,0.36728515625,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream0_016M,0.1742194816470146,0.2127833366394043,0.8233833372592926,0.7196833312511444,24.921097373962404,0.903299993276596,0.1745499983429908,0.0967000000178814,0.433799996972084,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream0_016M-20240820-024735/tensorboard_logs,1000000,977499,0.0037749096711032,,0.0013901178872145,0.0063277009060475,0.0181556387862814,0.001702926434536,0.0098670324145414,0.001702939219556,0.0108402504474215,5.6782573783190114e-08,False,default,True,GPT2-M,0.016,True,0.9999999932944774,0.6083499953150748,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream0_016M,0.1820425420999527,,0.8346000075340271,0.6592166721820831,18.311378479003903,0.8832000017166137,0.1351500011980533,0.1167999997735023,0.3406999975442886,7.402155315503479e-05,GPT2_medium_RAVEN_uncond_heldout0_stream0_016M-20240819-010618/tensorboard_logs,259999,234999,0.0070647238087039,,0.0022787261062085,0.0111676428398118,0.1965795685906372,0.004522789356541,0.0088727102837336,0.0045227807353874,0.013329580939893,1.0528568951838833e-08,False,default,True,GPT2-M,0.016,True,1.000000001490116,0.4758499987423419,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream0_16M,0.2404019296169281,0.6250341534614563,0.9067499995231628,0.6238833248615265,21.620735931396485,0.3760500013828277,0.1908999994397163,0.6239499986171723,0.345100000500679,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream0_16M-20240820-024019/tensorboard_logs,1000000,977499,0.0068352033621694,,0.0009237949919485,0.0066971831964123,0.0304268386573329,0.0018476711653643,0.0067692128328597,0.0018476657888163,0.0060681279997055,5.6782573783190114e-08,False,default,True,GPT2-M,0.16,True,1.0,0.5359999999403953,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream0_16M,0.5070459008216858,,0.9076000034809112,0.5078833341598511,12.196997356414794,0.3710000038146973,0.1864999994635582,0.6290000081062317,0.1807500004768371,7.427067685057409e-05,GPT2_medium_RAVEN_uncond_heldout0_stream0_16M-20240819-011524/tensorboard_logs,257499,232499,0.0147518442922742,,0.0023002987299157,0.0100701317514598,0.1504943755188311,0.0059907393691704,0.0054006173099892,0.0059907399219245,0.0128997225112015,9.996215741212797e-09,False,default,True,GPT2-M,0.16,True,1.000000011920929,0.3672499999403953,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream16M,3.2005202531814576,,0.9537166655063628,0.3501333355903625,3.265199875831604,0.2306999981403351,0.1587500005960464,0.7692999899387359,0.0405000003054738,7.402155315503479e-05,GPT2_medium_RAVEN_uncond_heldout0_stream16M-20240819-010648/tensorboard_logs,259999,234999,0.095570920540099,,0.0040628207477699,0.0125886489318593,0.0060425980122747,0.0130664964679824,0.0098805374897733,0.0130665126111245,0.0062048372063079,1.0528568951838833e-08,False,default,True,GPT2-M,16.0,True,0.9999999880790711,0.1992500009015202,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream16M,3.218511700630188,3.2445099353790283,0.96233332157135,0.3701666682958603,3.288063764572144,0.210999995470047,0.1431500017642974,0.7889999747276306,0.0392500003799796,0.0,GPT2_medium_RAVEN_uncond_heldout0_stream16M-20240704-041344/tensorboard_logs,250000,227499,0.0743472058492099,,0.0,0.0078982702819103,0.0,0.0,0.0104988071208096,0.0,0.0035059473935186,0.0,False,default,True,GPT2-M,16.0,True,0.9999999701976776,0.18240000214427698,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream16M,3.180018424987793,3.205983638763428,0.95753333568573,0.3287166684865951,3.307522988319397,0.210250000655651,0.1474999994039535,0.7897500038146973,0.0351999996230006,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream16M-20240820-024718/tensorboard_logs,1000000,977499,0.0723088506498834,,0.0006421416919215,0.0049913830762601,0.0005105636556637,0.0020446392674979,0.0092915722046747,0.0020446463530038,0.005072803014896,5.6782573783190114e-08,False,default,True,GPT2-M,16.0,True,1.0000000044703483,0.1826999990269541,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream1_6M,2.600170302391052,2.964223623275757,0.967416650056839,0.4628500014543533,4.656226396560669,0.1736999973654747,0.2582000017166138,0.8262999951839447,0.120550000667572,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream1_6M-20240820-023917/tensorboard_logs,1000000,977499,0.0870720649933729,,0.0012379043314761,0.0087405826784046,0.0106831101230976,0.0035292426083515,0.0094551560840701,0.0035292393244727,0.0068412556214828,5.6782573783190114e-08,False,default,True,GPT2-M,1.6,True,0.9999999925494194,0.37875000238418577,sep_emb-sep_lm
GPT2_medium_uncond_heldout0_stream1_6M,3.177763819694519,,0.9417500019073486,0.3760166704654694,3.3068676710128786,0.2602000012993812,0.1718999996781349,0.7398000061511993,0.0472500000149011,7.37624170142226e-05,GPT2_medium_RAVEN_uncond_heldout0_stream1_6M-20240819-010648/tensorboard_logs,262499,237499,0.0592668738464004,,0.0029961334289786,0.0138199294415307,0.0073150728347058,0.0106619814348303,0.0115296739208169,0.0106619823665703,0.008216683962792,4.259759840774546e-09,False,default,True,GPT2-M,1.6,True,1.0000000074505806,0.219149999693036,sep_emb-sep_lm
GPT2_small_joint_lm_cmb_emb_uncond_heldout0_stream0_16M,1.3508237719535827,1.594198226928711,0.8866499960422516,0.6148333370685577,3.366665720939636,0.4518999993801117,0.1212500005960464,0.5481000065803527,0.4008499979972839,1.0377037638065189e-07,GPT2_small_joint_lm_cmb_emb_RAVEN_uncond_heldout0_stream0_16M-20241120-200229/tensorboard_logs,1000000,977499,0.0422439801008205,,0.0010842546945506,0.0069121350964452,0.0012559992740347,0.003107337554216,0.0046859710022255,0.0031073416037756,0.0088130240324459,5.6782573783190114e-08,True,cmb,True,GPT2-S,0.16,True,1.0000000059604646,0.5220999985933303,cmb_emb-joint_lm
GPT2_small_joint_lm_joint_emb_uncond_heldout0_stream0_16M,1.3751807689666748,1.5971029996871948,0.869350004196167,0.6018333315849305,3.402333831787109,0.5507499992847442,0.1481499999761581,0.4492500007152557,0.3132999956607818,1.0377037638065189e-07,GPT2_small_joint_lm_joint_emb_RAVEN_uncond_heldout0_stream0_16M-20241120-200253/tensorboard_logs,1000000,977499,0.0771455470262167,,0.0009211220400201,0.0096510060484385,0.0015601735384487,0.0025522307425284,0.0073599870204561,0.0025522365809704,0.011450862673925,5.6782573783190114e-08,True,joint,True,GPT2-S,0.16,True,1.0,0.4614499956369399,joint_emb-joint_lm
GPT2_small_joint_lm_sep_emb_uncond_heldout0_stream0_016M,0.119403014332056,0.1732637733221054,0.8475833296775818,0.996266669034958,11.441984176635742,0.8826000034809113,0.0036000000080093,0.1174000017344951,0.9912000060081482,1.0377037638065189e-07,GPT2_small_joint_lm_sep_emb_RAVEN_uncond_heldout0_stream0_016M-20241121-140338/tensorboard_logs,1000000,977499,0.0004699473986357,,0.0005679234921145,0.0013033775054835,0.0073696316803201,0.0015599233142824,0.001048808798088,0.0015599143985081,0.0021369720972758,5.6782573783190114e-08,True,sep,True,GPT2-S,0.016,True,1.0000000052154063,0.9948000060161575,sep_emb-joint_lm
GPT2_small_joint_lm_sep_emb_uncond_heldout0_stream0_16M,1.306902074813843,1.5651161670684814,0.8913833320140838,0.6203999996185303,3.386981892585754,0.4400000005960464,0.1229000002145767,0.5600000023841858,0.4102000027894973,1.0377037638065189e-07,GPT2_small_joint_lm_sep_emb_RAVEN_uncond_heldout0_stream0_16M-20241120-200321/tensorboard_logs,1000000,977499,0.0480199253743221,,0.0009028269331095,0.0069700436681358,0.0013057677250265,0.0017950594958844,0.0091372246309232,0.0017950558064778,0.0085120827957155,5.6782573783190114e-08,True,sep,True,GPT2-S,0.16,True,1.000000002980232,0.533100003004074,sep_emb-joint_lm
