run_name,Learning Rate,Loss/average,Loss/batch,Rules/anyvalid,Rules/anyvalid_cnt,Rules/c2,Rules/c2_cnt,Rules/c3,Rules/c3_cnt,full_name,step,step/epoch,Learning Rate_std,Loss/average_std,Loss/batch_std,Rules/anyvalid_std,Rules/anyvalid_cnt_std,Rules/c2_std,Rules/c2_cnt_std,Rules/c3_std,Rules/c3_cnt_std,model_class,Speed/steps_per_sec,Speed/steps_per_sec_std,dataset_size,heldout,Rules/c23,Rules/c23_cnt,scale,c3_CI_L,c3_CI_H,c23_CI_L,c23_CI_H,c2_CI_L,c2_CI_H,valid_CI_L,valid_CI_H,expname,epoch,C3,C2,valid,total,mem_samplecnt,mem_samplefrac,mem_rowcnt,mem_rowfrac,mem_pancnt,mem_panfrac,mem_attr0_rowcnt,mem_attr0_rowfrac,mem_attr0_pancnt,mem_attr0_panfrac,mem_attr1_rowcnt,mem_attr1_rowfrac,mem_attr1_pancnt,mem_attr1_panfrac,mem_attr2_rowcnt,mem_attr2_rowfrac,mem_attr2_pancnt,mem_attr2_panfrac,expname_mem
BaseBlnrX3_new_stream0_16M,0.0001999999949475,0.6762307584285736,0.6572702646255493,0.6419596433639526,3944.2,0.234912109375,481.1,0.23251953125,476.2,BaseBlnrX3_new_stream0_16M_RAVEN10_abstract_20240921-2218/tensorboard_logs,999999,977500,0.0,6.733493101041306e-06,0.0441401083102163,0.008416730089972,51.71245283080065,0.0084492881279417,17.30414208602477,0.0092094210389359,18.86089428774079,EDM,,,0.16,False,0.467431640625,957.3,EDMx1,0.2267578125,0.238330078125,0.460595703125,0.474267578125,0.2291015625,0.24072265625,0.6381673177083333,0.645751953125,BaseBlnrX3_new_stream0_16M_RAVEN10_abstract_20240921-2218,988749.9,476.2,481.1,3944.2,2048.0,0.0,0.0,0.0,0.0,6615.6,0.35891927083333336,24.3,0.003955078124999971,13875.9,0.7528157552083334,5.5,0.0008951822916666499,14005.5,0.7598470052083334,4.4,0.0007161458333333201,13586.4,0.737109375,BaseBlnrX3_new_stream0_16M_RAVEN10_abstract_20240921-2218
BaseBlnrX3_new_stream0_16M_heldout0,0.0001999999949475,0.6837207973003387,0.6636446416378021,0.6470865905284882,3975.7,0.233837890625,478.9,0.25908203125,530.6,BaseBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240921-2218/tensorboard_logs,999999,977500,0.0,6.503510472511262e-06,0.0588615022668592,0.0070538099441096,43.33858942482247,0.0129155287702853,26.451002921544497,0.0123208667880668,25.23313518196086,EDM,,,0.16,True,0.492919921875,1009.5,EDMx1,0.253076171875,0.265087890625,0.486083984375,0.499755859375,0.228076171875,0.2396484375,0.643310546875,0.6508626302083333,BaseBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240921-2218,988749.9,530.6,478.9,3975.7,2048.0,0.0,0.0,0.0,0.0,6042.7,0.32783745659722224,23.5,0.003824869791666641,13557.2,0.7355251736111111,6.2,0.00100911458333331,13674.1,0.7418674045138889,5.9,0.0009602864583333102,13431.5,0.7287055121527778,BaseBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240921-2218
BigBlnrX3_new_stream0_016M,0.0001999999949475,0.3483476191759109,0.2504622429609299,0.5567545592784882,3420.7,0.14775390625,302.6,0.0548828125,112.4,BigBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0104/tensorboard_logs,999999,977500,0.0,2.4028165421500883e-05,0.0612335079303331,0.003218868062755,19.77681021353596,0.0081321593474382,16.654662343553465,0.0055348114980753,11.33529394805838,EDM,,,0.016,False,0.20263671875,415.0,EDMx3,0.051806640625,0.0580078125,0.19716796875,0.208154296875,0.142919921875,0.15263671875,0.55283203125,0.5606770833333333,BigBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0104,988749.9,112.4,302.6,3420.7,2048.0,9.0,0.00439453125,79.1,0.0128743489583333,3152.8,0.17105034722222218,110.6,0.018001302083333302,14054.7,0.7625162760416667,95.8,0.01559244791666663,13358.2,0.7247287326388888,97.4,0.0158528645833333,12947.5,0.7024468315972223,BigBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0104
BigBlnrX3_new_stream0_016M_heldout0,0.0001999999949475,0.3301031440496444,0.23769271671772,0.5659342408180237,3477.1,0.152783203125,312.9,0.0796875,163.2,BigBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0104/tensorboard_logs,999999,977500,0.0,2.431161375386126e-05,0.0483251905984933,0.0078186971885975,48.03806361163571,0.0074708626923318,15.300326793895618,0.0053030930552547,10.8607345771617,EDM,,,0.016,True,0.2324707031249999,476.1,EDMx3,0.0759765625,0.0833984375,0.226708984375,0.23828125,0.1478515625,0.15771484375,0.56201171875,0.5698567708333333,BigBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0104,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream0_16M,0.0001999999949475,0.62017462849617,0.5572519421577453,0.7229492127895355,4441.8,0.222705078125,456.1,0.458154296875,938.3,BigBlnrX3_new_stream0_16M_RAVEN10_abstract_20240828-1332/tensorboard_logs,999999,977500,0.0,8.588358509619091e-06,0.0653635697211623,0.006535143662437,40.15193367420496,0.0108658883422579,22.25333932494428,0.011153661527941,22.84269880922323,EDM,,,0.16,False,0.680859375,1394.4,EDMx3,0.451318359375,0.464990234375,0.674462890625,0.687255859375,0.217041015625,0.22841796875,0.7194010416666666,0.7264811197916666,BigBlnrX3_new_stream0_16M_RAVEN10_abstract_20240828-1332,988749.9,938.3,456.1,4441.8,2048.0,0.0,0.0,0.0,0.0,6877.8,0.37314453125,46.1,0.007503255208333301,13993.7,0.759206814236111,10.0,0.00162760416666662,13973.2,0.7580946180555556,9.0,0.00146484374999997,13872.8,0.7526475694444444,BigBlnrX3_new_stream0_16M_RAVEN10_abstract_20240828-1332
BigBlnrX3_new_stream0_16M_heldout0,0.0001999999949475,0.6253714680671691,0.5774047046899795,0.7042154908180237,4326.7,0.237646484375,486.7,0.4099609375,839.6,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2308/tensorboard_logs,999999,977500,0.0,9.879270837744155e-06,0.0566569945592615,0.0077702013170541,47.74015314410107,0.0059493329554907,12.184233892845116,0.0084579057757675,17.32179102877195,EDM,,,0.16,True,0.647607421875,1326.3,EDMx3,0.40322265625,0.41669921875,0.641064453125,0.654150390625,0.2318359375,0.243505859375,0.7006022135416666,0.7078287760416667,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2308,988749.9,839.6,486.7,4326.7,2048.0,0.0,0.0,0.0,0.0,6317.5,0.34274631076388884,45.9,0.007470703124999961,13693.4,0.7429144965277777,13.5,0.0021972656249999696,13773.8,0.7472764756944443,9.4,0.00152994791666663,13774.3,0.7473036024305555,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2308
BigBlnrX3_new_stream0_16M_heldout0,0.0001999999949475,0.6240389287471771,0.5743508160114288,0.6994466066360474,4297.4,0.241748046875,495.1,0.408447265625,836.5,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,1.0243387650255588e-05,0.0576443440168855,0.0096562689310948,59.32808965593109,0.0067754094236691,13.87603849967434,0.0142324654891558,29.14808932179109,EDM,,,0.16,True,0.6501953125,1331.6,EDMx3,0.401708984375,0.415185546875,0.64365234375,0.65673828125,0.235888671875,0.247607421875,0.6958170572916667,0.703076171875,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240709-1249,988749.9,836.5,495.1,4297.4,2048.0,0.0,0.0,0.0,0.0,6339.5,0.34393988715277785,47.3,0.00769856770833331,13738.2,0.7453450520833333,13.3,0.00216471354166664,13823.7,0.7499837239583333,10.8,0.0017578124999999701,13731.9,0.7450032552083333,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240709-1249
BigBlnrX3_new_stream0_48M,0.0001999999949475,0.6285492479801178,0.5880359411239624,0.7424804747104645,4561.8,0.14990234375,307.0,0.58232421875,1192.6,BigBlnrX3_new_stream0_48M_RAVEN10_abstract_20240828-1332/tensorboard_logs,999999,977500,0.0,3.5857862349332307e-06,0.0626834749556916,0.0064453395907543,39.60022446625508,0.0056287814016245,11.527744310527051,0.0066081530937254,13.533497535949632,EDM,,,0.48,False,0.7322265625,1499.6,EDMx3,0.5755859375,0.5890625,0.726171875,0.73828125,0.14501953125,0.15478515625,0.739013671875,0.7459309895833334,BigBlnrX3_new_stream0_48M_RAVEN10_abstract_20240828-1332,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream0_48M_heldout0,0.0001999999949475,0.6363868594169617,0.5957813382148742,0.7301106810569763,4485.8,0.13388671875,274.2,0.58125,1190.4,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,3.781000125003939e-06,0.0318265996614988,0.0093268026296273,57.30386839763381,0.0071718083352929,14.687863470679916,0.0095633345096445,19.58570907575214,EDM,,,0.48,True,0.7151367187500001,1464.6,EDMx3,0.57451171875,0.58798828125,0.708935546875,0.7212890625,0.129248046875,0.13857421875,0.7265950520833333,0.7336100260416667,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240709-1249,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream0_48M_heldout0,0.0001999999949475,0.6361518919467926,0.5955688297748566,0.7306803345680237,4489.3,0.131640625,269.6,0.58154296875,1191.0,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2314/tensorboard_logs,999999,977500,0.0,4.3287227802664924e-06,0.0317848638780248,0.0083091270808208,51.051281407358914,0.0039278914398433,8.044321668799117,0.0102215615026741,20.933757957476736,EDM,,,0.48,True,0.71318359375,1460.6,EDMx3,0.5748046875,0.58828125,0.706982421875,0.719384765625,0.12705078125,0.136279296875,0.7271647135416667,0.7341796875,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2314,,,,,,,,,,,,,,,,,,,,,,,,
