run_name,Learning Rate,Loss/average,Loss/batch,Rules/anyvalid,Rules/anyvalid_cnt,Rules/c2,Rules/c2_cnt,Rules/c3,Rules/c3_cnt,full_name,step,step/epoch,Learning Rate_std,Loss/average_std,Loss/batch_std,Rules/anyvalid_std,Rules/anyvalid_cnt_std,Rules/c2_std,Rules/c2_cnt_std,Rules/c3_std,Rules/c3_cnt_std,model_class,Speed/steps_per_sec,Speed/steps_per_sec_std,dataset_size,heldout,Rules/c23,Rules/c23_cnt,scale,c3_CI_L,c3_CI_H,c23_CI_L,c23_CI_H,c2_CI_L,c2_CI_H,valid_CI_L,valid_CI_H,expname,epoch,C3,C2,valid,total,mem_samplecnt,mem_samplefrac,mem_rowcnt,mem_rowfrac,mem_pancnt,mem_panfrac,mem_attr0_rowcnt,mem_attr0_rowfrac,mem_attr0_pancnt,mem_attr0_panfrac,mem_attr1_rowcnt,mem_attr1_rowfrac,mem_attr1_pancnt,mem_attr1_panfrac,mem_attr2_rowcnt,mem_attr2_rowfrac,mem_attr2_pancnt,mem_attr2_panfrac,expname_mem
BigBlnrX3_new_stream16M,0.0001999999949475,0.6291754424571991,0.5826476961374283,0.7465169250965118,4586.6,0.14189453125,290.6,0.588037109375,1204.3,BigBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0237/tensorboard_logs,999999,977500,0.0,3.7408266344969768e-06,0.0642213873285904,0.0084854908473781,52.13486783760407,0.009245020903848,18.93380281108074,0.010988558319163,22.50456743764597,EDM,,,16.0,False,0.729931640625,1494.9,EDMx3,0.581298828125,0.594775390625,0.723828125,0.735986328125,0.137109375,0.1466796875,0.74306640625,0.749951171875,BigBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0237,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream16M_heldout0,0.0001999999949475,0.6373814761638641,0.6189965903759003,0.7260416626930237,4460.8,0.13642578125,279.4,0.571630859375,1170.7,BigBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,3.674712154966892e-06,0.0530108536699783,0.0082221464273159,50.51688386624371,0.0070766162812902,14.49291014408233,0.0085477890774945,17.505872030708876,EDM,,,16.0,True,0.708056640625,1450.1,EDMx3,0.56484375,0.57841796875,0.701806640625,0.7142578125,0.13173828125,0.141162109375,0.722509765625,0.7295572916666667,BigBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2052,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream1_6M,0.0001999999949475,0.6291034340858459,0.5862670421600342,0.7433431029319764,4567.1,0.14091796875,288.6,0.590771484375,1209.9,BigBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1903/tensorboard_logs,999999,977500,0.0,4.000355421074712e-06,0.0667872973378182,0.0112649913479909,69.2121537175531,0.0043074660352402,8.821690440172004,0.0110472246492701,22.62471608170536,EDM,,,1.6,False,0.731689453125,1498.5,EDMx3,0.584033203125,0.597509765625,0.725634765625,0.737744140625,0.136181640625,0.145703125,0.739892578125,0.7467936197916667,BigBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1903,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream1_6M_heldout0,0.0001999999949475,0.6376623809337616,0.6065062761306763,0.7259277403354645,4460.1,0.135205078125,276.9,0.574267578125,1176.1,BigBlnrX3_new_stream1_6M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,4.164867889452277e-06,0.0695798122618507,0.0082858518637392,50.90830536911994,0.0077390823852467,15.849640724985257,0.0104127240667089,21.325258888620017,EDM,,,1.6,True,0.70947265625,1453.0,EDMx3,0.56748046875,0.5810546875,0.70322265625,0.715673828125,0.130517578125,0.139892578125,0.7223958333333333,0.729443359375,BigBlnrX3_new_stream1_6M_heldout0_RAVEN10_abstract_20240708-2052,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream4_8M,0.0001999999949475,0.6283218383789062,0.5902694135904312,0.742919921875,4564.5,0.140478515625,287.7,0.58779296875,1203.8,BigBlnrX3_new_stream4_8M_RAVEN10_abstract_20240705-1903/tensorboard_logs,999999,977500,0.0,3.433328718320924e-06,0.0702190331203038,0.008457021744061,51.95992045156856,0.0058731482362825,12.028207587906758,0.0115955802887129,23.74774843128409,EDM,,,4.8,False,0.728271484375,1491.5,EDMx3,0.5810546875,0.59453125,0.72216796875,0.734375,0.1357421875,0.145263671875,0.739453125,0.7463704427083333,BigBlnrX3_new_stream4_8M_RAVEN10_abstract_20240705-1903,,,,,,,,,,,,,,,,,,,,,,,,
BigBlnrX3_new_stream4_8M_heldout0,0.0001999999949475,0.6364954233169555,0.6177118837833404,0.7253092467784882,4456.3,0.13232421875,271.0,0.5775390625,1182.8,BigBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,3.746283507239728e-06,0.0386203550675153,0.0071774914600764,44.09850085635313,0.006989228695828,14.313940369055922,0.0076403837956843,15.647506013561523,EDM,,,4.8,True,0.70986328125,1453.8,EDMx3,0.570751953125,0.58427734375,0.703662109375,0.716064453125,0.127685546875,0.136962890625,0.72177734375,0.7288411458333334,BigBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240708-2052,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream0_016M,0.0001999999949475,0.472584193944931,0.4216949105262756,0.5398600220680236,3316.9,0.1330078125,272.4,0.02109375,43.2,WideBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0105/tensorboard_logs,999999,977500,0.0,1.993108181036257e-05,0.0583477346476663,0.003712663894204,22.81057259742117,0.0043806445327545,8.971560003081336,0.0026823390721943,5.493430419854044,EDM,,,0.016,False,0.1541015624999999,315.6,EDMx2,0.019140625,0.023095703125,0.149169921875,0.15908203125,0.128369140625,0.1376953125,0.5359212239583333,0.543798828125,WideBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0105,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream0_016M_heldout0,0.0001999999949475,0.4596764028072357,0.4023438155651092,0.5405273497104645,3321.0,0.132568359375,271.5,0.019482421875,39.9,WideBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0105/tensorboard_logs,999999,977500,0.0,2.138375277513532e-05,0.0305460821036534,0.0081452415362975,50.04442470889686,0.0058514576862784,11.983785341498368,0.003307282054817,6.773313648265358,EDM,,,0.016,True,0.15205078125,311.4,EDMx2,0.017626953125,0.02138671875,0.14716796875,0.156982421875,0.1279296875,0.13720703125,0.5365885416666667,0.5444661458333333,WideBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0105,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream0_16M,0.0001999999949475,0.6380394756793976,0.6100020945072174,0.7359700560569763,4521.8,0.21005859375,430.2,0.480224609375,983.5,WideBlnrX3_new_stream0_16M_RAVEN10_abstract_20240705-1908/tensorboard_logs,999999,977500,0.0,5.960030672377071e-06,0.0518921196408315,0.0068971522297659,42.37609388951899,0.0094255005577363,19.303425142244112,0.0105034077680027,21.51097910886956,EDM,,,0.16,False,0.690283203125,1413.7,EDMx2,0.473388671875,0.487060546875,0.683935546875,0.696630859375,0.2044921875,0.215673828125,0.7324869791666667,0.739453125,WideBlnrX3_new_stream0_16M_RAVEN10_abstract_20240705-1908,988749.9,983.5,430.2,4521.8,2048.0,0.0,0.0,0.0,0.0,6859.8,0.37216796875,42.2,0.006868489583333311,13986.5,0.758816189236111,9.4,0.0015299479166666302,13962.4,0.7575086805555556,9.7,0.00157877604166663,13964.3,0.7576117621527777,WideBlnrX3_new_stream0_16M_RAVEN10_abstract_20240705-1908
WideBlnrX3_new_stream0_16M_heldout0,0.0001999999949475,0.6435690701007843,0.6227036356925965,0.7142903625965118,4388.6,0.2177734375,446.0,0.445654296875,912.7,WideBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,6.235584732755406e-06,0.0470177166687967,0.0057227569892019,35.16058399211623,0.0107372542333793,21.98989666996086,0.0123119406877002,25.21485452841021,EDM,,,0.16,True,0.663427734375,1358.7,EDMx2,0.4388671875,0.45244140625,0.65693359375,0.669873046875,0.212158203125,0.2234375,0.7107096354166667,0.7178548177083334,WideBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2054,988749.9,912.7,446.0,4388.6,2048.0,0.0,0.0,0.0,0.0,6380.2,0.34614800347222224,42.6,0.006933593749999971,13850.1,0.751416015625,10.9,0.00177408854166663,13864.5,0.7521972656250001,9.2,0.00149739583333328,13710.9,0.7438639322916666,WideBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2054
WideBlnrX3_new_stream0_48M,0.0001999999949475,0.6387012898921967,0.6080907702445983,0.7289876222610474,4478.9,0.174267578125,356.9,0.51787109375,1060.6,WideBlnrX3_new_stream0_48M_RAVEN10_abstract_20240705-1908/tensorboard_logs,999999,977500,0.0,5.336400588258636e-06,0.048825097346149,0.0075848068176528,46.6010252629227,0.011694876760756,23.95110760602849,0.0157704681394515,32.29791874959678,EDM,,,0.48,False,0.692138671875,1417.5,EDMx2,0.51103515625,0.52470703125,0.685791015625,0.6984375,0.169091796875,0.1794921875,0.7254720052083333,0.7325032552083334,WideBlnrX3_new_stream0_48M_RAVEN10_abstract_20240705-1908,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream0_48M_heldout0,0.0001999999949475,0.6469927489757538,0.639557683467865,0.7291341185569763,4479.8,0.157861328125,323.3,0.534130859375,1093.9,WideBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,5.255843258871125e-06,0.056087176049605,0.0135270296855705,83.11010100396284,0.0112623857675607,23.065366051964386,0.0195725068811948,40.08449409268708,EDM,,,0.48,True,0.6919921875,1417.2,EDMx2,0.527294921875,0.540966796875,0.68564453125,0.698291015625,0.152880859375,0.162890625,0.7256184895833333,0.7326497395833333,WideBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2054,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream16M,0.0001999999949475,0.6379885673522949,0.6150942802429199,0.7320963501930237,4498.0,0.178173828125,364.9,0.516650390625,1058.1,WideBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0023/tensorboard_logs,999999,977500,0.0,4.993843313659915e-06,0.0442067181506731,0.0066848476655182,41.07175293177653,0.0128806129903095,26.379495404153925,0.0163530891209254,33.49112651965523,EDM,,,16.0,False,0.69482421875,1423.0,EDMx2,0.509814453125,0.523486328125,0.688525390625,0.701123046875,0.17294921875,0.183447265625,0.7285970052083334,0.735595703125,WideBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0023,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream16M_heldout0,0.0001999999949475,0.647783613204956,0.65006303191185,0.7236165344715119,4445.9,0.153759765625,314.9,0.53603515625,1097.8,WideBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,4.347844596790654e-06,0.055848159403471,0.006010854519348,36.93071591206675,0.0100923270897999,20.669085879910387,0.0108301128589075,22.180071135042727,EDM,,,16.0,True,0.6897949218749999,1412.6999999999998,EDMx2,0.52919921875,0.54287109375,0.683447265625,0.696142578125,0.148828125,0.158740234375,0.7200846354166667,0.7271484375,WideBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2054,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream1_6M,0.0001999999949475,0.6395384490489959,0.6171855747699737,0.7418619811534881,4558.0,0.18134765625,371.4,0.524853515625,1074.9,WideBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1908/tensorboard_logs,999999,977500,0.0,4.742476730276549e-06,0.0439414767785074,0.0046290655414856,28.440972010268744,0.0093645956444579,19.178691879849936,0.0067479848483139,13.819872969347038,EDM,,,1.6,False,0.7062011718750001,1446.3000000000002,EDMx2,0.518017578125,0.531689453125,0.699951171875,0.712451171875,0.17607421875,0.18662109375,0.7383951822916667,0.7453125,WideBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1908,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream1_6M_heldout0,0.0001999999949475,0.6473212242126465,0.6363373875617981,0.7264485597610474,4463.3,0.158740234375,325.1,0.532373046875,1090.3,WideBlnrX3_new_stream1_6M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,4.9110272782469975e-06,0.030211476159001,0.012827490908583,78.81208311194693,0.0101525193886174,20.79235970788844,0.011295268029927,23.132708925290668,EDM,,,1.6,True,0.69111328125,1415.4,EDMx2,0.525537109375,0.539208984375,0.684765625,0.697412109375,0.153759765625,0.16376953125,0.7229166666666667,0.7299641927083333,WideBlnrX3_new_stream1_6M_heldout0_RAVEN10_abstract_20240708-2054,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream4_8M,0.0001999999949475,0.6389173030853271,0.6162602424621582,0.7360839784145355,4522.5,0.1744140625,357.2,0.52861328125,1082.6,WideBlnrX3_new_stream4_8M_RAVEN10_abstract_20240921-2016/tensorboard_logs,999999,977500,0.0,5.2346016338457405e-06,0.0356103798796807,0.0124906112185396,76.74235394414795,0.0093606344290944,19.170579310785342,0.0132331325563818,27.10145547547012,EDM,,,4.8,False,0.70302734375,1439.8,EDMx2,0.52177734375,0.53544921875,0.69677734375,0.70927734375,0.16923828125,0.179638671875,0.7326009114583333,0.7395670572916667,WideBlnrX3_new_stream4_8M_RAVEN10_abstract_20240921-2016,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream4_8M_heldout0,0.0001999999949475,0.6468006312847138,0.6375834703445434,0.7253906190395355,4456.8,0.164111328125,336.1,0.524462890625,1074.1,WideBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,5.930950020894442e-06,0.0295272098573956,0.0074003021241471,45.46744867362678,0.0047253808820583,9.6775800464556,0.0141169682326039,28.911550940372912,EDM,,,4.8,True,0.6885742187499999,1410.1999999999998,EDMx2,0.517626953125,0.531298828125,0.6822265625,0.694921875,0.159033203125,0.169189453125,0.7218587239583333,0.7289225260416666,WideBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240709-1249,,,,,,,,,,,,,,,,,,,,,,,,
WideBlnrX3_new_stream4_8M_heldout0,0.0001999999949475,0.6476462721824646,0.6370031833648682,0.7271484434604645,4467.6,0.15390625,315.2,0.53642578125,1098.6,WideBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240708-2207/tensorboard_logs,999999,977500,0.0,6.020967387138523e-06,0.0300357373204241,0.0077357083640835,47.52823722097568,0.0074187333445766,15.19356588969306,0.0115162627734968,23.585306160121508,EDM,,,4.8,True,0.69033203125,1413.8,EDMx2,0.52958984375,0.54326171875,0.683984375,0.6966796875,0.148974609375,0.15888671875,0.7236165364583333,0.7306640625,WideBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240708-2207,,,,,,,,,,,,,,,,,,,,,,,,
085-uncond-DiT_S_1-stream0_16M,,0.0942497909069061,0.093119178712368,0.7538736939430237,4631.8,0.12294921875,251.8,0.6029296875,1234.8,085-RAVEN10_abstract-uncond-DiT_S_1-stream0_16M_20240711-0204/tensorboard_logs,1000000,977500,,0.000786786567744,0.0070924393305963,0.0234334644303892,143.97515217718814,0.0107145319511738,21.94336143600409,0.0267321783258639,54.7475012113693,DiT,18.91179847717285,0.5202980717826972,0.16,False,0.72587890625,1486.6,DiT-S/1,0.596240234375,0.609619140625,0.719775390625,0.731982421875,0.11845703125,0.12744140625,0.7504557291666667,0.757275390625,085-RAVEN10_abstract-uncond-DiT_S_1-stream0_16M_20240711-0204,988750.0,1234.8,251.8,4631.8,2048.0,0.0,0.0,0.0,0.0,6461.9,0.35058051215277775,47.7,0.007763671874999991,13656.1,0.7408908420138889,10.7,0.0017415364583333003,13683.7,0.7423882378472222,11.9,0.0019368489583332905,13542.6,0.7347330729166667,085-RAVEN10_abstract-uncond-DiT_S_1-stream0_16M_20240711-0204
086-uncond-DiT_S_1-stream1_6M,,0.0945339418947696,0.0945857644081115,0.7676920592784882,4716.7,0.135107421875,276.7,0.6130859375,1255.6,086-RAVEN10_abstract-uncond-DiT_S_1-stream1_6M_20240711-0204/tensorboard_logs,1000000,977500,,0.0007377583893953,0.005964663147508,0.0278851313227274,171.32623201885275,0.0110654342409411,22.662009325447453,0.038580879677187,79.013641578879,DiT,19.068165969848632,0.0749484787245974,1.6,False,0.748193359375,1532.3,DiT-S/1,0.606396484375,0.619775390625,0.742236328125,0.754150390625,0.130419921875,0.139794921875,0.76435546875,0.7710286458333333,086-RAVEN10_abstract-uncond-DiT_S_1-stream1_6M_20240711-0204,988750.0,1255.6,276.7,4716.7,2048.0,0.0,0.0,0.0,0.0,7860.6,0.42646484375,222.6,0.03623046874999998,14735.5,0.7994520399305556,76.0,0.01236979166666664,13973.1,0.7580891927083332,74.6,0.0121419270833333,13985.5,0.7587619357638888,086-RAVEN10_abstract-uncond-DiT_S_1-stream1_6M_20240711-0204
