,iclass,idxs,x_pos,y_pos,consistent_r3,batch_size,rule_uniq,rule_cnts
3380,22,"[2946, 4828, 10988]",2,2,26,100,[ 0. 22. 35. 15. 25. 26. 36.  6. 13.],[34 26 16 12  7  5  3  2  1]
3381,22,"[10538, 906, 4089]",0,2,63,100,[22. 15. 36. 26. 32.],[63 13  3  3  1]
3382,22,"[10538, 906, 4089]",1,2,61,100,[22. 30.  5.  6. 11.  0. 26. 16.],[61 12 11  7  6  4  1  1]
3383,22,"[10538, 906, 4089]",2,2,56,100,[22. 26.  1.  6.],[56 10  7  2]
3384,22,"[5032, 2160, 133]",0,2,40,100,[22.  6. 16.  0. 34. 26.  5. 38.],[40 18 11  8  3  3  3  1]
3385,22,"[5032, 2160, 133]",1,2,41,100,[22. 16. 35.  1. 26.  6.],[41 12  8  8  4  1]
3386,22,"[5032, 2160, 133]",2,2,46,100,[22.  2. 16. 35. 12.  6. 26. 39.],[46 43 16 15  9  5  4  1]
3387,22,"[8938, 533, 3453]",0,2,65,100,[22.  4. 36. 11. 26. 16.  5.],[65 38 10  6  4  3  1]
3388,22,"[8938, 533, 3453]",1,2,28,100,[22. 26. 31. 25. 36.  9.],[28  7  4  2  1  1]
3389,22,"[8938, 533, 3453]",2,2,54,100,[22.  6. 16. 26. 39.  2.],[54  5  4  2  1  1]
3390,22,"[11437, 7944, 6244]",0,2,45,100,[22. 31. 26.  2. 35. 36. 16.  6.],[45 10  9  8  6  5  5  5]
3391,22,"[11437, 7944, 6244]",1,2,59,100,[22. 16. 10. 35.  5.  3. 26. 15.],[59  9  9  7  3  3  1  1]
3392,22,"[11437, 7944, 6244]",2,2,33,100,[22. 36. 26. 14. 25.  9. 39. 15.],[33 13 10  7  2  2  1  1]
3393,22,"[9314, 3657, 8308]",0,2,48,100,[22. 15.  1. 13.  6. 35. 26.],[48 15 10  9  7  5  4]
3394,22,"[9314, 3657, 8308]",1,2,61,100,[22.  1. 15.  6. 36. 26.],[61  7  3  3  2  2]
3395,22,"[9314, 3657, 8308]",2,2,0,100,[16. 26.  9. 30.],[16  5  4  2]
3396,22,"[9778, 8523, 6718]",0,2,28,100,[22.  5. 12. 36. 32. 26. 25. 16.],[28 26 19 11  9  5  3  2]
3397,22,"[9778, 8523, 6718]",1,2,26,100,[22. 12. 36. 26. 16.  6.  2. 25. 39.],[26 18 17  8  8  8  7  5  1]
3398,22,"[9778, 8523, 6718]",2,2,45,100,[22. 16. 26.  5. 38. 30.],[45 17  7  5  2  2]
3399,22,"[6680, 8291, 6700]",0,2,25,100,[22. 26. 35. 25. 16. 36.],[25 12 11  9  8  7]
3400,22,"[6680, 8291, 6700]",1,2,35,100,[22. 16.  6. 26.  1. 33. 35.],[35 13 11  8  8  6  4]
3401,22,"[6680, 8291, 6700]",2,2,31,100,[22. 26. 11.  6.  1. 16. 35.],[31 11 10  8  5  4  3]
3402,22,"[10890, 7895, 7272]",0,2,43,100,[22. 12. 16.  5.  3. 26. 34. 35.],[43 39  9  9  9  6  3  2]
3403,22,"[10890, 7895, 7272]",1,2,64,100,[22. 26.  1. 36.  6.],[64 13  4  3  3]
3404,22,"[10890, 7895, 7272]",2,2,40,100,[22. 12. 26. 33. 16. 25. 38.],[40 10  8  7  3  2  1]
3405,22,"[4008, 2057, 8702]",0,2,49,100,[22.  5. 15. 36. 26. 13.],[49 34 12  7  3  2]
3406,22,"[4008, 2057, 8702]",1,2,0,100,[16. 26.],[5 2]
3407,22,"[4008, 2057, 8702]",2,2,63,100,[22.  5. 36. 26.],[63 35  4  4]
3408,22,"[10546, 8230, 302]",0,2,50,100,[22. 35. 10. 26. 16.  2.  6. 36. 37.],[50 20 11 10 10  7  4  2  1]
3409,22,"[10546, 8230, 302]",1,2,53,100,[22. 36.  6. 26.  1. 25. 19.],[53  9  8  6  4  3  2]
3410,22,"[10546, 8230, 302]",2,2,0,100,[35. 26. 10. 16. 15.  9. 30. 39.],[21 15  9  6  6  4  3  1]
3411,22,"[920, 2406, 6509]",0,2,49,100,[22.  4. 16. 11.  5. 26. 35.],[49 28 12  6  3  2  1]
3412,22,"[920, 2406, 6509]",1,2,58,100,[22. 11. 36. 16. 26. 37. 32.],[58 12 11  6  5  3  3]
3413,22,"[920, 2406, 6509]",2,2,74,100,[22. 33. 16. 26. 38.],[74 32 11  2  1]
3414,22,"[10975, 6105, 9103]",0,2,60,100,[22.  6. 34.  0.  5. 14. 26. 15.],[60 19 15 12 10  5  4  2]
3415,22,"[10975, 6105, 9103]",1,2,56,100,[22. 30. 26.  6.  1.],[56  8  4  1  1]
3416,22,"[10975, 6105, 9103]",2,2,44,100,[22.  2. 16. 12.  6. 36. 26.],[44 42  8  7  7  3  3]
3417,22,"[8728, 7133, 449]",0,2,49,100,[22.  6.  2. 26. 32.  5. 19. 38.],[49 15  9  7  5  4  2  1]
3418,22,"[8728, 7133, 449]",1,2,38,100,[12. 22.  2. 16. 35.  6. 36. 38. 26.],[47 38 13  8  4  3  2  1  1]
3419,22,"[8728, 7133, 449]",2,2,42,100,[22. 31.  7. 19. 38. 26.],[42  3  3  2  1  1]
3420,22,"[3743, 7234, 4426]",0,2,0,100,[ 6. 26. 31.  0. 36.],[15  5  4  3  2]
3421,22,"[3743, 7234, 4426]",1,2,72,100,[22. 32.  5.  2.  6. 38. 37. 36. 26.],[72 14  9  5  4  1  1  1  1]
3422,22,"[3743, 7234, 4426]",2,2,49,100,[22. 26. 25. 36. 31.],[49  7  3  2  2]
3423,22,"[10917, 10304, 7410]",0,2,20,100,[22.  6. 36. 26. 25.  1.],[20 15 14  8  7  3]
3424,22,"[10917, 10304, 7410]",1,2,34,100,[ 2. 22. 11. 16.  6. 26. 36.],[37 34 14 10  9  4  3]
3425,22,"[10917, 10304, 7410]",2,2,47,100,[22. 26.  6. 16.  1. 37.],[47  6  3  2  2  1]
3426,22,"[1361, 11367, 3142]",0,2,0,100,[ 6. 26.  2.],[20  9  4]
3427,22,"[1361, 11367, 3142]",1,2,55,100,[22.  0. 12.  6. 16. 36. 26.],[55 35 16  7  4  2  1]
3428,22,"[1361, 11367, 3142]",2,2,30,100,[22. 35. 12.  6. 26. 33. 25.  1. 16.],[30 12 12 11  9  6  6  4  1]
3429,22,"[5679, 2290, 3691]",0,2,51,100,[22. 12. 26. 16.  9. 37. 36.],[51 13  7  7  3  1  1]
3430,22,"[5679, 2290, 3691]",1,2,57,100,[22.  4. 16. 37. 26. 11. 39. 30.  5.],[57 31 13  5  3  3  1  1  1]
3431,22,"[5679, 2290, 3691]",2,2,0,100,[11. 16. 26.],[9 7 4]
3432,22,"[6670, 1310, 10643]",0,2,48,100,[22.  4. 26. 36. 16. 11. 38. 37.  5.],[48 44  7  3  3  3  1  1  1]
3433,22,"[6670, 1310, 10643]",1,2,24,100,[22.  0. 35. 16.  6. 26. 11.],[24 19 15 14 11  8  4]
3434,22,"[6670, 1310, 10643]",2,2,46,100,[22.  5. 15.  6.  0. 13. 36. 35. 26. 38.],[46 42 10 10 10  8  6  6  4  1]
3435,22,"[9037, 7520, 6630]",0,2,0,100,[11.  5. 36. 26. 16.],[11  5  4  3  1]
3436,22,"[9037, 7520, 6630]",1,2,0,100,[ 5.  0. 26.  6. 36.],[34 22 10  8  1]
3437,22,"[9037, 7520, 6630]",2,2,0,100,[ 5. 26. 36. 38. 35.],[51  7  3  1  1]
3438,22,"[10997, 8572, 10269]",0,2,0,100,[26.  1.  6.],[8 4 1]
3439,22,"[10997, 8572, 10269]",1,2,64,100,[22. 36. 26. 11.  6.  1. 16.],[64  4  3  3  3  3  2]
3440,22,"[10997, 8572, 10269]",2,2,51,100,[22.  6. 33. 26.  2. 37.],[51 11  2  2  2  1]
3441,22,"[4507, 8849, 2569]",0,2,57,100,[22. 12. 26. 16.  9. 32. 39.],[57 42  4  4  4  2  1]
3442,22,"[4507, 8849, 2569]",1,2,59,100,[22.  5.  0. 12. 26.  6. 16. 39. 35.],[59 34 16  7  5  4  3  1  1]
3443,22,"[4507, 8849, 2569]",2,2,58,100,[22. 10. 16. 15.  7. 39. 26.],[58 23  4  4  3  1  1]
3444,22,"[321, 3062, 8683]",0,2,0,100,[ 6. 16. 26.],[12  5  3]
3445,22,"[321, 3062, 8683]",1,2,58,100,[22.  5.  0.  6. 26. 38. 36.],[58 31  9  6  5  1  1]
3446,22,"[321, 3062, 8683]",2,2,31,100,[22. 35. 15. 30.  6.  5.  0. 26. 16. 25.],[31 18 17  9  8  8  7  6  6  4]
3447,22,"[10432, 7145, 4343]",0,2,29,100,[10. 22.  6. 16. 26. 25. 36. 39.],[41 29 12  4  3  3  2  1]
3448,22,"[10432, 7145, 4343]",1,2,0,100,[ 5.  6.  0. 26. 36. 15. 14. 35.],[36 11  8  6  5  2  2  1]
3449,22,"[10432, 7145, 4343]",2,2,67,100,[22.  5. 26.],[67 19  6]
3450,23,"[2867, 6003, 7853]",0,2,75,100,[23. 33.  6.  5.  0. 19.],[75 19 17  8  4  2]
3451,23,"[2867, 6003, 7853]",1,2,47,100,[23. 15. 13. 36. 38. 25. 39.],[47 14  7  5  2  2  1]
3452,23,"[2867, 6003, 7853]",2,2,0,100,[37. 33.],[1 1]
3453,23,"[6167, 6713, 8778]",0,2,46,100,[23. 32. 10. 16. 36.  7. 39. 25.],[46 10 10  4  3  2  1  1]
3454,23,"[6167, 6713, 8778]",1,2,48,100,[23. 35. 30.],[48 24  7]
3455,23,"[6167, 6713, 8778]",2,2,0,100,[ 3. 35. 36.],[35  7  2]
3456,23,"[8780, 4721, 960]",0,2,55,100,[23. 30. 35. 16. 11.  5. 38.],[55 20 14  5  5  3  1]
3457,23,"[8780, 4721, 960]",1,2,47,100,[23. 36.  5. 31.  3. 38.],[47  8  6  5  3  1]
3458,23,"[8780, 4721, 960]",2,2,45,100,[23. 11. 16. 35. 36.],[45 10  9  7  3]
3459,23,"[2396, 4629, 1265]",0,2,0,100,[6.],[6]
3460,23,"[2396, 4629, 1265]",1,2,0,100,[15. 16. 31. 36.],[39 12  8  1]
3461,23,"[2396, 4629, 1265]",2,2,70,100,[23. 15. 35. 34.  6.  2.  5. 39. 16. 11.],[70 45 19 16  9  8  6  2  1  1]
3462,23,"[2754, 7004, 4142]",0,2,0,100,[ 4.  5. 32. 36.],[39 30  5  3]
3463,23,"[2754, 7004, 4142]",1,2,0,100,[36. 16. 35.],[6 6 4]
3464,23,"[2754, 7004, 4142]",2,2,0,100,[ 5. 36.  0. 14. 15.  6. 37.],[13  5  5  4  3  2  1]
3465,23,"[1082, 1148, 8769]",0,2,0,100,[12. 16. 32.  7. 36.],[37  8  5  4  3]
3466,23,"[1082, 1148, 8769]",1,2,73,100,[23.  2. 16.  6. 39.],[73 28  5  3  1]
3467,23,"[1082, 1148, 8769]",2,2,45,100,[23.  5. 15. 11. 16. 36.  6.  0.],[45 32 25 12  8  3  3  3]
3468,23,"[7604, 2358, 11064]",0,2,73,100,[23. 11. 33. 16.  1.  6. 37.],[73 13  9  7  6  2  1]
3469,23,"[7604, 2358, 11064]",1,2,55,100,[23. 32. 25. 36.],[55 13  8  1]
3470,23,"[7604, 2358, 11064]",2,2,38,100,[23.  5. 35. 10. 16. 15. 25.],[38 31 24  9  8  5  1]
3471,23,"[8586, 3441, 4628]",0,2,55,100,[23. 25.  7. 38.],[55 16  2  1]
3472,23,"[8586, 3441, 4628]",1,2,0,100,[ 2.  6. 19. 36. 38.],[43  4  3  2  1]
3473,23,"[8586, 3441, 4628]",2,2,64,100,[23. 32. 36.  9. 11. 16.],[64  9  5  5  4  2]
3474,23,"[8024, 2811, 9857]",0,2,0,100,[16.  6.],[13  7]
3475,23,"[8024, 2811, 9857]",1,2,79,100,[23. 12. 16.],[79 14  5]
3476,23,"[8024, 2811, 9857]",2,2,63,100,[23. 16.],[63  3]
3477,23,"[7778, 10868, 6812]",0,2,67,100,[23. 35.  6. 15. 30.],[67 17 11  9  3]
3478,23,"[7778, 10868, 6812]",1,2,0,100,[30.],[12]
3479,23,"[7778, 10868, 6812]",2,2,0,100,[12.  9. 32. 36. 16.],[10  3  2  1  1]
3480,23,"[430, 10428, 6122]",0,2,40,100,[23. 10. 16. 36.],[40 13  5  4]
3481,23,"[430, 10428, 6122]",1,2,44,100,[23. 35. 25. 36.],[44 17  9  7]
3482,23,"[430, 10428, 6122]",2,2,42,100,[23. 25. 36.  0.  6. 16.],[42 19 14 14  9  6]
3483,23,"[7264, 8270, 11453]",0,2,75,100,[23. 15. 10. 25. 16.],[75 34 10  9  3]
3484,23,"[7264, 8270, 11453]",1,2,0,100,[ 6.  5. 33.  0. 39. 38. 37.],[18 10  7  2  1  1  1]
3485,23,"[7264, 8270, 11453]",2,2,59,100,[23. 12. 16. 33. 38.],[59 15  8  2  1]
3486,23,"[7208, 10124, 10391]",0,2,0,100,[15.  5. 35. 10. 16.],[53 53  9  8  2]
3487,23,"[7208, 10124, 10391]",1,2,0,100,[ 6. 33.  5. 16. 12. 15.  0. 38. 37.],[16 14 11  6  5  2  2  1  1]
3488,23,"[7208, 10124, 10391]",2,2,65,100,[23.  1.  6.],[65  3  1]
3489,23,"[43, 3477, 1444]",0,2,0,100,[ 6. 15.  1. 35. 13.],[16  7  6  5  2]
3490,23,"[43, 3477, 1444]",1,2,0,100,[ 6.  1. 32. 36. 17.],[16  7  4  1  1]
3491,23,"[43, 3477, 1444]",2,2,0,100,[15.  6. 35.  1. 36. 11. 16.],[45 14  4  4  3  3  2]
3492,23,"[3978, 9016, 4424]",0,2,0,100,[16.  9. 36.],[18  5  3]
3493,23,"[3978, 9016, 4424]",1,2,0,100,[ 2.  6. 32. 36.],[25 24  4  2]
3494,23,"[3978, 9016, 4424]",2,2,0,100,[ 2. 10. 16. 35. 36.  6.],[39  7  5  4  3  2]
3495,23,"[3576, 8391, 8965]",0,2,0,100,[ 0.  6. 30.],[31 10  4]
3496,23,"[3576, 8391, 8965]",1,2,0,100,[2. 6. 5.],[9 5 2]
3497,23,"[3576, 8391, 8965]",2,2,0,100,[ 6. 36.],[2 1]
3498,23,"[2256, 10167, 3817]",0,2,0,100,[15. 16. 36.],[10  9  1]
3499,23,"[2256, 10167, 3817]",1,2,0,100,[11.  9. 36. 16.],[9 8 6 3]
3500,23,"[2256, 10167, 3817]",2,2,0,100,[ 6. 35.  5. 15.  0. 12. 16. 39.],[12 11  9  6  6  5  4  1]
3501,23,"[11595, 10954, 8448]",0,2,0,100,[9.],[5]
3502,23,"[11595, 10954, 8448]",1,2,53,100,[23.  9. 25. 35. 16. 36.],[53 23 19 16 14  4]
3503,23,"[11595, 10954, 8448]",2,2,70,100,[23. 36. 11. 38. 16.],[70  9  9  2  2]
3504,23,"[9962, 5232, 11374]",0,2,41,100,[23. 11. 32. 16. 38.],[41  8  7  5  1]
3505,23,"[9962, 5232, 11374]",1,2,37,100,[23. 35. 25. 12. 30.  9. 16.],[37 16 15 11  6  6  2]
3506,23,"[9962, 5232, 11374]",2,2,61,100,[23. 35. 34.  7. 19.],[61 22 15  8  1]
3507,23,"[7024, 7698, 8759]",0,2,0,100,[32.  9. 36. 35.],[19  5  1  1]
3508,23,"[7024, 7698, 8759]",1,2,57,100,[23. 15. 16. 35.  6.  2. 38.],[57 34 19 16 10  8  1]
3509,23,"[7024, 7698, 8759]",2,2,0,100,[19.  0.  6. 32.  5. 39. 36.],[13  8  7  3  3  1  1]
3510,23,"[7632, 2883, 9646]",0,2,55,100,[23. 33.  3.],[55 17  3]
3511,23,"[7632, 2883, 9646]",1,2,0,100,[36. 16. 32.  7. 38. 37.],[9 7 4 4 2 1]
3512,23,"[7632, 2883, 9646]",2,2,0,100,[36. 37. 39.],[4 3 1]
3513,23,"[3663, 9769, 1819]",0,2,41,100,[23.  9. 35. 11. 16. 38.],[41 23 15 14  4  2]
3514,23,"[3663, 9769, 1819]",1,2,41,100,[23. 30.  9. 37. 25.],[41 12  2  1  1]
3515,23,"[3663, 9769, 1819]",2,2,50,100,[23.  2. 33.  6.  5.],[50  8  6  5  5]
3516,23,"[5231, 710, 1681]",0,2,48,100,[23. 12. 36. 16. 39. 25.],[48 13  7  3  1  1]
3517,23,"[5231, 710, 1681]",1,2,0,100,[ 6. 36.  2.],[11  3  2]
3518,23,"[5231, 710, 1681]",2,2,0,100,[10. 15. 16. 35.],[8 5 4 3]
3519,23,"[10084, 3545, 7195]",0,2,0,100,[ 5. 11. 16.],[18  8  4]
3520,23,"[10084, 3545, 7195]",1,2,57,100,[23.  9. 25.],[57  4  1]
3521,23,"[10084, 3545, 7195]",2,2,0,100,[ 9. 33. 37.],[12  6  1]
3522,23,"[3355, 1028, 6830]",0,2,0,100,[36. 15.  9.],[8 4 4]
3523,23,"[3355, 1028, 6830]",1,2,0,100,[13.  6.],[43 14]
3524,23,"[3355, 1028, 6830]",2,2,0,100,[ 6. 32.  1.],[16  2  1]
3525,23,"[1941, 11468, 5846]",0,2,0,100,[32.  9.],[4 1]
3526,23,"[1941, 11468, 5846]",1,2,0,100,[38. 33. 39.],[2 2 1]
3527,23,"[1941, 11468, 5846]",2,2,0,100,[15. 10. 31.],[6 4 2]
3528,23,"[9170, 3056, 2240]",0,2,60,100,[23. 35.  5.  6.  0. 16.],[60 25 11 10 10  3]
3529,23,"[9170, 3056, 2240]",1,2,56,100,[23. 25. 35.  6. 14. 30. 15.],[56 22 17 15  7  5  1]
3530,23,"[9170, 3056, 2240]",2,2,0,100,[ 2. 16. 35. 15. 36.  6. 32.],[43 21 14  8  7  5  4]
3531,23,"[8195, 8710, 7858]",0,2,54,100,[23. 35. 13. 30.  9.],[54 12  6  5  5]
3532,23,"[8195, 8710, 7858]",1,2,0,100,[38. 32.],[1 1]
3533,23,"[8195, 8710, 7858]",2,2,41,100,[23. 32.  9. 25. 39. 38.],[41  5  5  4  1  1]
3534,23,"[1457, 2135, 1704]",0,2,0,100,[16.  9.],[17  5]
3535,23,"[1457, 2135, 1704]",1,2,0,100,[ 5. 30. 15. 13.],[19 13  8  7]
3536,23,"[1457, 2135, 1704]",2,2,61,100,[23. 16. 25. 32. 36.  7.],[61 31 23 17  2  2]
3537,23,"[11406, 10819, 5112]",0,2,0,100,[36.],[8]
3538,23,"[11406, 10819, 5112]",1,2,69,100,[23. 36. 31.  9.],[69  5  5  5]
3539,23,"[11406, 10819, 5112]",2,2,75,100,[23. 15. 10. 16. 38.  1. 39.  6.],[75 34  8  3  2  2  1  1]
3540,23,"[9174, 9272, 2438]",0,2,0,100,[11.  9. 36. 16.],[10  4  2  2]
3541,23,"[9174, 9272, 2438]",1,2,0,100,[16. 36.  9. 31.],[9 2 2 1]
3542,23,"[9174, 9272, 2438]",2,2,79,100,[23.  4. 25. 30.  5.],[79 27 13  9  1]
3543,23,"[9680, 897, 11396]",0,2,0,100,[12. 16. 33.  9.],[36  7  3  1]
3544,23,"[9680, 897, 11396]",1,2,35,100,[23.  2. 25.  6. 11. 16. 35.],[35 35 34  8  7  6  4]
3545,23,"[9680, 897, 11396]",2,2,0,100,[36. 16. 15. 12.  7.],[9 7 7 5 5]
3546,23,"[4931, 6693, 684]",0,2,0,100,[ 4.  5. 39. 36.],[37  2  1  1]
3547,23,"[4931, 6693, 684]",1,2,0,100,[16. 12. 36.  6.],[13  6  5  2]
3548,23,"[4931, 6693, 684]",2,2,71,100,[23.  5. 16. 31. 37. 36.],[71 18 11  7  1  1]
3549,23,"[6753, 3258, 182]",0,2,0,100,[ 6. 39. 32.  1. 38. 36.],[13  4  3  3  2  1]
3550,23,"[6753, 3258, 182]",1,2,55,100,[23.  6.  2. 35. 12. 16. 33.],[55 15 14 12 12  8  7]
3551,23,"[6753, 3258, 182]",2,2,0,100,[ 2.  6. 10. 16. 37.],[19 13  5  3  1]
3552,23,"[6183, 7063, 11415]",0,2,47,100,[23. 12. 25. 32. 16. 38. 36.],[47 11  4  3  2  1  1]
3553,23,"[6183, 7063, 11415]",1,2,63,100,[23.  0. 12.  6. 16. 36.],[63 49 16 10  8  1]
3554,23,"[6183, 7063, 11415]",2,2,0,100,[13. 34. 37.],[9 4 1]
3555,23,"[6889, 694, 622]",0,2,62,100,[23. 16.  9.],[62  9  6]
3556,23,"[6889, 694, 622]",1,2,46,100,[23. 25.  5.],[46 14  4]
3557,23,"[6889, 694, 622]",2,2,59,100,[23.  5. 36.  6.  0.],[59 36  3  3  1]
3558,23,"[5405, 8114, 3691]",0,2,62,100,[23.  5. 16. 35. 36. 38.],[62 31  9  5  4  1]
3559,23,"[5405, 8114, 3691]",1,2,0,100,[16. 30. 38. 37.  9.],[15  8  1  1  1]
3560,23,"[5405, 8114, 3691]",2,2,75,100,[23.  5.  0.  6. 39.],[75 26  7  4  1]
3561,23,"[10392, 8484, 5284]",0,2,47,100,[23. 25.  1. 12. 35.  6. 16.],[47 25 16 12  9  4  3]
3562,23,"[10392, 8484, 5284]",1,2,44,100,[23.  9. 16. 35. 33. 15. 12. 38.],[44 20 11 10  9  6  5  1]
3563,23,"[10392, 8484, 5284]",2,2,66,100,[23. 16. 36.  1.],[66 13  8  3]
3564,23,"[6612, 3444, 8347]",0,2,49,100,[23.  3. 16. 36.],[49 28  3  2]
3565,23,"[6612, 3444, 8347]",1,2,72,100,[23. 35. 16. 11.  1.  6.],[72  8  8  5  5  2]
3566,23,"[6612, 3444, 8347]",2,2,46,100,[23. 25. 36. 19.  9.],[46 16  4  4  1]
3567,23,"[10772, 2539, 8525]",0,2,0,100,[ 4. 35. 36.  5.],[37 12  7  4]
3568,23,"[10772, 2539, 8525]",1,2,0,100,[6. 1.],[4 4]
3569,23,"[10772, 2539, 8525]",2,2,0,100,[13. 36. 35. 32. 37.],[35 10  7  4  1]
3570,23,"[9582, 11615, 11128]",0,2,0,100,[10.  1. 16. 36.],[11  6  5  3]
3571,23,"[9582, 11615, 11128]",1,2,75,100,[23.  2. 25. 16.  6. 15. 36. 12.],[75 38 18  6  6  5  2  1]
3572,23,"[9582, 11615, 11128]",2,2,0,100,[ 6.  5. 30. 39. 37.  2.],[16  7  3  1  1  1]
3573,23,"[7592, 10890, 3075]",0,2,0,100,[15. 16. 32.  9. 36. 37.],[17  7  6  6  3  1]
3574,23,"[7592, 10890, 3075]",1,2,0,100,[ 2. 11. 16. 36.  6.],[39  8  4  2  2]
3575,23,"[7592, 10890, 3075]",2,2,0,100,[12. 16. 39. 30.],[16  3  1  1]
3576,23,"[7482, 4121, 7105]",0,2,41,100,[23.  6.  1. 35.],[41  4  4  1]
3577,23,"[7482, 4121, 7105]",1,2,38,100,[23. 25.  0. 36.  6. 19. 37.],[38 21 14  8  5  2  1]
3578,23,"[7482, 4121, 7105]",2,2,43,100,[23.  5. 25. 36. 31.],[43 29 20  6  4]
3579,23,"[884, 19, 400]",0,2,42,100,[23.  4. 35. 30. 39.  5. 37.],[42 42 16 13  2  2  1]
3580,23,"[884, 19, 400]",1,2,43,100,[23. 16. 35. 36.  6.  0. 39.],[43 38 16  7  5  4  1]
3581,23,"[884, 19, 400]",2,2,54,100,[23.  5. 16. 11. 35.],[54 32 12  5  1]
3582,23,"[4749, 7170, 7544]",0,2,0,100,[15. 35.  6. 16.  2.],[37 12 11  8  7]
3583,23,"[4749, 7170, 7544]",1,2,47,100,[23.  4. 25. 12. 35. 16.  5. 36.],[47 37 28 11  8  6  6  3]
3584,23,"[4749, 7170, 7544]",2,2,0,100,[ 6. 33. 19.],[6 4 1]
3585,23,"[7805, 4715, 1216]",0,2,31,100,[23. 36. 35. 15. 14.  5. 25.  3.],[31 13 11 10 10  7  5  4]
3586,23,"[7805, 4715, 1216]",1,2,31,100,[ 4. 23. 15. 36.  5. 16. 10.],[42 31 16 14  6  5  4]
3587,23,"[7805, 4715, 1216]",2,2,20,100,[23. 36. 15. 10. 25. 16. 38.],[20 18 11  7  5  4  1]
3588,23,"[11274, 5086, 7323]",0,2,44,100,[23. 36. 16.  9.  7. 38. 25.  8.],[44  5  5  5  4  3  1  1]
3589,23,"[11274, 5086, 7323]",1,2,0,100,[12.  4. 36. 16. 35.  5.],[46 37 10  8  6  3]
3590,23,"[11274, 5086, 7323]",2,2,45,100,[23.  5. 25.  0.  6. 35. 36.],[45 45 21 15  8  5  3]
3591,23,"[8466, 6602, 6648]",0,2,40,100,[23. 33.  6. 25.  1. 37.],[40 11  7  2  2  1]
3592,23,"[8466, 6602, 6648]",1,2,49,100,[23.  0. 25. 12. 16.  6. 33. 35. 37.],[49 45 33 15 10 10  6  5  1]
3593,23,"[8466, 6602, 6648]",2,2,74,100,[23. 19. 30.  5. 39.  3. 38.],[74 18 17  3  2  2  1]
3594,23,"[6232, 311, 9387]",0,2,54,100,[23. 25.  9. 33. 37.],[54 26 11  9  2]
3595,23,"[6232, 311, 9387]",1,2,0,100,[16. 35.],[6 3]
3596,23,"[6232, 311, 9387]",2,2,42,100,[23.  2. 16. 11. 35.  6. 25. 39.],[42 12 11 11  9  8  2  1]
3597,23,"[7422, 11708, 8365]",0,2,0,100,[ 6. 36.],[5 1]
3598,23,"[7422, 11708, 8365]",1,2,0,100,[16. 35. 15.  6.  1. 36. 39.],[13 10  9  7  5  4  1]
3599,23,"[7422, 11708, 8365]",2,2,80,100,[23. 32. 25. 36. 38.  5.],[80 13 10  7  2  1]
3600,24,"[6632, 7478, 9393]",0,2,50,100,[24. 25.  5. 12.  2. 35.  6. 36. 16. 38.],[50 19 15 11  9  7  5  4  4  1]
3601,24,"[6632, 7478, 9393]",1,2,67,100,[24. 38.  1. 25.  6. 19.],[67  6  5  4  3  1]
3602,24,"[6632, 7478, 9393]",2,2,0,100,[10.  1. 16. 30.  6.],[9 6 4 3 3]
3603,24,"[7559, 1265, 1538]",0,2,55,100,[24. 25.  6.  2. 36.],[55  7  7  4  3]
3604,24,"[7559, 1265, 1538]",1,2,58,100,[24.  6.  5. 25. 16. 36.  0. 35.],[58 15  9  7  6  5  4  2]
3605,24,"[7559, 1265, 1538]",2,2,76,100,[24.  4. 30. 25.  5. 39.],[76 35 27  6  2  1]
3606,24,"[4235, 3498, 4751]",0,2,0,100,[10. 36. 16.  0.  6.],[8 6 6 6 4]
3607,24,"[4235, 3498, 4751]",1,2,76,100,[24. 33. 25. 16.  1.  6.],[76 23  9  7  6  1]
3608,24,"[4235, 3498, 4751]",2,2,0,100,[32.  7. 16.],[5 5 2]
3609,24,"[11377, 3660, 5023]",0,2,69,100,[24. 13.  4. 32. 25. 36.],[69 39 27 20 18  7]
3610,24,"[11377, 3660, 5023]",1,2,0,100,[ 0. 10.  6. 16. 37. 36. 39.],[45 12 10  6  2  2  1]
3611,24,"[11377, 3660, 5023]",2,2,70,100,[24. 35. 25. 34.  6.  2.],[70 13 11  7  5  4]
3612,24,"[9149, 6194, 1218]",0,2,0,100,[39. 36.],[1 1]
3613,24,"[9149, 6194, 1218]",1,2,0,100,[ 7. 19.],[19  4]
3614,24,"[9149, 6194, 1218]",2,2,0,100,[13. 35.],[39 12]
3615,24,"[10071, 3595, 6728]",0,2,0,100,[ 6.  1. 39.],[9 8 2]
3616,24,"[10071, 3595, 6728]",1,2,0,100,[ 5. 36. 16.  0.  6.],[37 15 14 10  8]
3617,24,"[10071, 3595, 6728]",2,2,0,100,[ 6. 12. 16.  1. 36. 35.],[13  9  8  5  4  1]
3618,24,"[11807, 5998, 3486]",0,2,0,100,[ 5. 36. 31. 17.],[21  4  2  1]
3619,24,"[11807, 5998, 3486]",1,2,61,100,[24.  5. 35. 36. 31. 12. 25. 16. 15.],[61 34 21  8  8  7  6  5  5]
3620,24,"[11807, 5998, 3486]",2,2,0,100,[30. 16. 10.  9. 37.],[9 7 7 3 1]
3621,24,"[9269, 8578, 2075]",0,2,76,100,[24. 32. 25. 36.  9. 19. 39.],[76  7  6  3  3  2  1]
