,iclass,idxs,x_pos,y_pos,consistent_r3,batch_size,rule_uniq,rule_cnts
1057,7,"[280, 687, 4079]",1,2,0,100,[16. 31. 36.],[15  4  1]
1058,7,"[280, 687, 4079]",2,2,0,100,[26. 33. 20. 19. 38. 25.],[11  5  5  3  2  2]
1059,7,"[6056, 1708, 8238]",0,2,0,100,[32. 12. 16.  9. 39. 38.],[8 8 7 5 2 1]
1060,7,"[6056, 1708, 8238]",1,2,0,100,[30.],[3]
1061,7,"[6056, 1708, 8238]",2,2,0,100,[ 8. 30. 38.  9. 39.],[13  6  2  2  1]
1062,7,"[7509, 9826, 4736]",0,2,12,100,[16.  7. 38.],[35 12  1]
1063,7,"[7509, 9826, 4736]",1,2,4,100,[20. 15. 26. 13.  7. 36. 38. 25.],[12 12  6  6  4  3  2  2]
1064,7,"[7509, 9826, 4736]",2,2,14,100,[ 7. 25. 32. 36.],[14 10  2  1]
1065,7,"[2631, 2134, 11912]",0,2,0,100,[31. 26. 25. 36. 22.],[9 8 6 3 1]
1066,7,"[2631, 2134, 11912]",1,2,0,100,[10. 25. 16. 30. 37.],[46  6  4  3  1]
1067,7,"[2631, 2134, 11912]",2,2,0,100,[33. 15. 16. 21. 12. 26. 39.],[32 16  8  7  6  3  1]
1068,7,"[11285, 7425, 7392]",0,2,0,100,[35. 10. 34.  9. 24. 16. 25.],[12 12 11 10  7  4  2]
1069,7,"[11285, 7425, 7392]",1,2,0,100,[ 9. 33.],[2 1]
1070,7,"[11285, 7425, 7392]",2,2,0,100,[11. 31. 25. 16. 23. 39. 36.  9.],[14  6  6  6  4  2  2  1]
1071,7,"[6076, 3475, 8650]",0,2,0,100,[16. 32. 37.],[34  2  1]
1072,7,"[6076, 3475, 8650]",1,2,0,100,[21. 26. 35.  9.],[23 11  6  2]
1073,7,"[6076, 3475, 8650]",2,2,0,100,[12. 30. 26. 16.],[9 4 4 1]
1074,7,"[2561, 3400, 9158]",0,2,0,100,[15. 30. 10. 16.],[33 16 11  2]
1075,7,"[2561, 3400, 9158]",1,2,0,100,[15. 30. 11. 21. 16. 26.],[37  8  8  6  2  1]
1076,7,"[2561, 3400, 9158]",2,2,0,100,[16. 39. 37.  9.],[34  1  1  1]
1077,7,"[6729, 11021, 11637]",0,2,0,100,[16. 39.  9. 37.],[5 2 2 1]
1078,7,"[6729, 11021, 11637]",1,2,10,100,[ 7. 26. 39. 38. 32.],[10  3  1  1  1]
1079,7,"[6729, 11021, 11637]",2,2,29,100,[20.  7. 16. 26. 30.],[40 29  6  5  4]
1080,7,"[11131, 7305, 5617]",0,2,0,100,[16. 11. 36.  9.],[10  7  5  1]
1081,7,"[11131, 7305, 5617]",1,2,0,100,[16. 33.],[17  3]
1082,7,"[11131, 7305, 5617]",2,2,0,100,[11. 16.  9. 29.],[8 4 3 2]
1083,7,"[3372, 5668, 2465]",0,2,0,100,[29. 38.],[2 1]
1084,7,"[3372, 5668, 2465]",1,2,0,100,[21. 10. 15. 30. 16. 38. 26.  9.],[9 8 7 6 3 1 1 1]
1085,7,"[3372, 5668, 2465]",2,2,2,100,[12. 16.  7. 31.],[13  7  2  1]
1086,7,"[3788, 3926, 1834]",0,2,0,100,[32. 14. 15. 29.  9.],[12  8  2  1  1]
1087,7,"[3788, 3926, 1834]",1,2,0,100,[9.],[6]
1088,7,"[3788, 3926, 1834]",2,2,0,100,[16. 15. 36. 12.],[8 4 3 3]
1089,7,"[9004, 5746, 5357]",0,2,0,100,[16.  9. 31. 38. 36.],[13  6  3  2  2]
1090,7,"[9004, 5746, 5357]",1,2,2,100,[26. 32.  7.],[9 5 2]
1091,7,"[9004, 5746, 5357]",2,2,0,100,[25. 35.  9. 21. 30. 26.],[38 21 10  6  5  4]
1092,7,"[7741, 5332, 5436]",0,2,7,100,[35.  7. 26. 39. 38.],[15  7  4  1  1]
1093,7,"[7741, 5332, 5436]",1,2,12,100,[ 7. 15. 16. 36. 21. 38. 26.],[12  8  6  5  4  2  2]
1094,7,"[7741, 5332, 5436]",2,2,0,100,[23. 32.  9. 39. 38.],[11  5  3  1  1]
1095,7,"[3446, 5568, 6860]",0,2,9,100,[16.  7. 11. 39. 32. 38.],[12  9  8  4  2  1]
1096,7,"[3446, 5568, 6860]",1,2,2,100,[30. 13. 38.  7.],[11 11  2  2]
1097,7,"[3446, 5568, 6860]",2,2,0,100,[10. 24.  9. 32. 25. 38. 36. 16.],[11  9  3  2  2  1  1  1]
1098,7,"[7358, 7688, 5596]",0,2,0,100,[15. 32. 13. 29. 38. 36.],[8 7 7 2 1 1]
1099,7,"[7358, 7688, 5596]",1,2,5,100,[30.  7. 29. 38.],[8 5 3 2]
1100,7,"[7358, 7688, 5596]",2,2,4,100,[25. 30.  7. 21. 16. 11. 26. 38.],[30 15  4  3  3  3  2  1]
1101,7,"[2485, 11279, 6972]",0,2,0,100,[ 9. 23. 16. 10. 36. 32. 15.],[25 12  5  5  4  3  3]
1102,7,"[2485, 11279, 6972]",1,2,0,100,[26. 35. 36. 39. 38.],[12  9  6  1  1]
1103,7,"[2485, 11279, 6972]",2,2,0,100,[30. 11. 16.  9.],[12  8  6  6]
1104,7,"[2987, 9913, 10628]",0,2,0,100,[30. 25. 16. 23.  9. 37.],[18 16  7  4  3  1]
1105,7,"[2987, 9913, 10628]",1,2,0,100,[36. 31. 25. 38. 19. 23.],[9 8 7 3 2 1]
1106,7,"[2987, 9913, 10628]",2,2,6,100,[22.  8. 30. 26.  7.  9.],[21 12 11  9  6  1]
1107,7,"[441, 2540, 6722]",0,2,28,100,[12.  7. 16. 30. 26. 25. 20.],[42 28  9  8  5  3  1]
1108,7,"[441, 2540, 6722]",1,2,0,100,[ 9. 11. 25. 16. 36. 23. 38.],[17 13  8  7  6  3  1]
1109,7,"[441, 2540, 6722]",2,2,0,100,[25. 16. 33. 20. 10. 26. 15.  9. 37.],[40 11 10 10  8  5  4  2  1]
1110,7,"[6644, 9968, 5900]",0,2,2,100,[15. 30. 11.  7. 38. 29.],[45 10  2  2  1  1]
1111,7,"[6644, 9968, 5900]",1,2,0,100,[36.  9. 15. 10.],[12  9  8  4]
1112,7,"[6644, 9968, 5900]",2,2,0,100,[34. 22. 15. 26. 16. 12. 37.],[22 21 17  5  4  4  1]
1113,7,"[7079, 10021, 4289]",0,2,0,100,[25. 32. 26.  9. 36.],[15 10  4  4  2]
1114,7,"[7079, 10021, 4289]",1,2,0,100,[23. 36. 31.],[17  4  4]
1115,7,"[7079, 10021, 4289]",2,2,0,100,[23. 32.],[33 11]
1116,7,"[1081, 11606, 4341]",0,2,0,100,[20. 35. 26.  9.],[12  9  7  6]
1117,7,"[1081, 11606, 4341]",1,2,0,100,[32. 15. 16. 36. 12.],[15 11  7  2  2]
1118,7,"[1081, 11606, 4341]",2,2,0,100,[36.  9.],[4 1]
1119,7,"[2949, 1154, 6843]",0,2,0,100,[33.  9.],[1 1]
1120,7,"[2949, 1154, 6843]",1,2,0,100,[23. 10. 16. 36.],[16 12  6  5]
1121,7,"[2949, 1154, 6843]",2,2,0,100,[32. 16.],[4 4]
1122,7,"[9083, 8496, 10245]",0,2,0,100,[32. 21. 11. 16. 26.],[20 11  8  4  2]
1123,7,"[9083, 8496, 10245]",1,2,11,100,[15.  7. 11. 36. 31. 16.],[26 11 10  8  7  4]
1124,7,"[9083, 8496, 10245]",2,2,0,100,[21.  9. 30. 37.],[10  6  3  1]
1125,7,"[4091, 4633, 2532]",0,2,24,100,[12.  7. 25. 16. 35. 23.],[43 24  8  5  4  1]
1126,7,"[4091, 4633, 2532]",1,2,0,100,[11. 16. 34.  9.],[7 3 2 1]
1127,7,"[4091, 4633, 2532]",2,2,11,100,[21.  7. 33. 39. 38. 26. 19.],[13 11  3  1  1  1  1]
1128,7,"[2994, 7314, 8387]",0,2,6,100,[33. 14.  7. 15.  8. 39.],[25  8  6  3  3  1]
1129,7,"[2994, 7314, 8387]",1,2,0,100,[11. 21. 26. 16. 31. 38.],[7 6 5 5 2 1]
1130,7,"[2994, 7314, 8387]",2,2,0,100,[34. 26. 22.  9. 37.],[26 10  5  5  1]
1131,7,"[5377, 2809, 10039]",0,2,0,100,[15. 16. 32. 39.  9.],[20  8  6  2  1]
1132,7,"[5377, 2809, 10039]",1,2,0,100,[32. 20.  9. 26. 39. 17.],[10  8  7  2  1  1]
1133,7,"[5377, 2809, 10039]",2,2,0,100,[16. 30.],[32  2]
1134,7,"[9774, 5421, 8692]",0,2,0,100,[16. 11. 39. 29.  9.],[7 6 1 1 1]
1135,7,"[9774, 5421, 8692]",1,2,0,100,[32. 25.  9. 23. 36. 39.],[18 13  5  3  2  1]
1136,7,"[9774, 5421, 8692]",2,2,0,100,[ 9. 26. 19.],[12  4  2]
1137,7,"[8367, 6141, 2456]",0,2,0,100,[26. 13. 31. 36.],[32 32  4  2]
1138,7,"[8367, 6141, 2456]",1,2,0,100,[20. 16. 31. 12. 26. 36.],[32  7  5  5  4  2]
1139,7,"[8367, 6141, 2456]",2,2,0,100,[32. 22. 15. 26.  9. 39.],[10 10 10  5  2  1]
1140,7,"[10553, 1171, 5282]",0,2,3,100,[20. 26.  7. 36. 32.  8.],[22  6  3  1  1  1]
1141,7,"[10553, 1171, 5282]",1,2,1,100,[30. 24. 10. 25. 16. 38.  7.],[10  9  7  3  3  1  1]
1142,7,"[10553, 1171, 5282]",2,2,15,100,[ 7. 36. 26. 16. 11.],[15  9  9  9  3]
1143,7,"[3499, 9178, 8208]",0,2,0,100,[ 9. 23. 30. 16. 37.],[16 14  3  3  2]
1144,7,"[3499, 9178, 8208]",1,2,0,100,[32. 26. 22. 38. 36.],[7 5 3 1 1]
1145,7,"[3499, 9178, 8208]",2,2,3,100,[20. 11. 16. 26.  7. 33. 39.],[17 13 10  5  3  2  1]
1146,7,"[8303, 2866, 3899]",0,2,0,100,[32.],[2]
1147,7,"[8303, 2866, 3899]",1,2,14,100,[ 7. 22. 14. 32. 39. 15. 26.],[14 11  7  6  4  2  1]
1148,7,"[8303, 2866, 3899]",2,2,0,100,[10. 31. 16. 36.],[13  6  3  1]
1149,7,"[10673, 11199, 2390]",0,2,0,100,[ 9. 35. 16.],[8 5 3]
1150,7,"[10673, 11199, 2390]",1,2,0,100,[34. 21. 35. 10.  9. 16. 26. 37.],[20 13 11 10 10  5  3  1]
1151,7,"[10673, 11199, 2390]",2,2,0,100,[21. 30. 26. 39. 38.],[15  9  7  1  1]
1152,7,"[478, 10041, 5039]",0,2,0,100,[36. 24. 16. 37. 25.],[8 3 2 1 1]
1153,7,"[478, 10041, 5039]",1,2,0,100,[23. 16.  9.],[31  2  1]
1154,7,"[478, 10041, 5039]",2,2,0,100,[11. 36. 16.],[14  4  3]
1155,7,"[9976, 736, 2155]",0,2,1,100,[32. 17. 37.  7.],[5 2 1 1]
1156,7,"[9976, 736, 2155]",1,2,0,100,[30. 26. 15. 10. 16. 38.],[8 8 7 6 2 1]
1157,7,"[9976, 736, 2155]",2,2,19,100,[ 7. 21. 16. 26.],[19 13 12  5]
1158,7,"[1571, 10491, 2665]",0,2,0,100,[ 9. 20. 25. 26.],[15  8  5  3]
1159,7,"[1571, 10491, 2665]",1,2,12,100,[26.  7. 36. 25. 38.],[15 12 10 10  1]
1160,7,"[1571, 10491, 2665]",2,2,0,100,[31.],[1]
1161,7,"[2769, 5241, 5845]",0,2,0,100,[15. 33. 10. 26. 16.],[37 16 13  5  5]
1162,7,"[2769, 5241, 5845]",1,2,0,100,[23.  9. 31. 36.],[29 10  7  3]
1163,7,"[2769, 5241, 5845]",2,2,8,100,[16. 31.  7. 36.],[45 10  8  6]
1164,7,"[5355, 1061, 3375]",0,2,0,100,[20. 14. 35. 26.  9. 38. 15.],[11 10  9  5  2  1  1]
1165,7,"[5355, 1061, 3375]",1,2,6,100,[16.  7.  8. 26. 22. 33. 37.  9.],[14  6  5  4  4  3  1  1]
1166,7,"[5355, 1061, 3375]",2,2,1,100,[32. 36.  7.],[7 1 1]
1167,7,"[8726, 10192, 963]",0,2,5,100,[10. 16.  7. 27. 31. 29.],[7 6 5 4 3 2]
1168,7,"[8726, 10192, 963]",1,2,9,100,[25. 32.  7. 20. 39.  8. 26. 36.  9.],[36 20  9  8  3  3  2  1  1]
1169,7,"[8726, 10192, 963]",2,2,0,100,[15. 11. 16. 37.],[22  6  2  1]
1170,7,"[10376, 8357, 5958]",0,2,0,100,[15.  9. 36. 35. 38. 16. 12.],[11 11  8  8  2  2  2]
1171,7,"[10376, 8357, 5958]",1,2,0,100,[25. 19. 30. 21. 26. 39.],[32 15 10  8  2  1]
1172,7,"[10376, 8357, 5958]",2,2,0,100,[30.  9. 38.],[24  6  1]
1173,7,"[9997, 223, 6750]",0,2,6,100,[35.  7. 26. 11. 30. 16. 39.],[12  6  4  4  2  2  1]
1174,7,"[9997, 223, 6750]",1,2,3,100,[15. 32.  8.  7. 36.],[18 17  7  3  2]
1175,7,"[9997, 223, 6750]",2,2,0,100,[26. 33. 12. 16.  9. 38.],[13 12 11 10  7  1]
1176,7,"[3242, 2433, 3221]",0,2,0,100,[21. 26. 38. 36. 19.  9.],[15  6  1  1  1  1]
1177,7,"[3242, 2433, 3221]",1,2,0,100,[ 9. 25. 32. 23. 39. 36.],[24 13 12  5  2  1]
1178,7,"[3242, 2433, 3221]",2,2,0,100,[25. 26. 31. 21. 19.],[25  6  5  5  1]
1179,7,"[11763, 2729, 3271]",0,2,0,100,[22. 12.  9. 26. 16.],[16 10  8  6  6]
1180,7,"[11763, 2729, 3271]",1,2,0,100,[26.  9. 32. 36.],[13  8  3  2]
1181,7,"[11763, 2729, 3271]",2,2,13,100,[ 7. 30. 19. 38.],[13  9  6  4]
1182,7,"[1006, 10145, 9738]",0,2,0,100,[33.],[3]
1183,7,"[1006, 10145, 9738]",1,2,1,100,[29. 38.  7.],[5 1 1]
1184,7,"[1006, 10145, 9738]",2,2,0,100,[12. 16. 38. 36.],[12  5  1  1]
1185,7,"[8724, 1307, 1408]",0,2,0,100,[36. 15. 16. 26. 25. 20.],[12 11 10  6  6  5]
1186,7,"[8724, 1307, 1408]",1,2,0,100,[12. 16. 34. 26. 21.  9. 38.],[14  9  5  3  3  3  1]
1187,7,"[8724, 1307, 1408]",2,2,0,100,[11. 32. 16.],[17  2  1]
1188,7,"[4562, 9274, 10251]",0,2,0,100,[32. 20. 36. 26. 38. 25.],[9 5 3 2 1 1]
1189,7,"[4562, 9274, 10251]",1,2,0,100,[25. 23.  9. 32. 19. 36.],[13  6  6  3  2  1]
1190,7,"[4562, 9274, 10251]",2,2,0,100,[32.  9. 38.],[9 3 1]
1191,7,"[8007, 3480, 6398]",0,2,0,100,[ 9. 31. 39. 36.],[5 4 2 1]
1192,7,"[8007, 3480, 6398]",1,2,0,100,[20. 26. 31.  9. 36. 25. 39.],[11  9  8  6  3  3  1]
1193,7,"[8007, 3480, 6398]",2,2,3,100,[32. 24.  7. 38. 36.],[12  4  3  1  1]
1194,7,"[6901, 992, 11276]",0,2,13,100,[ 7. 14. 15.],[13  3  2]
1195,7,"[6901, 992, 11276]",1,2,0,100,[16. 30. 38.  9.],[8 3 2 1]
1196,7,"[6901, 992, 11276]",2,2,0,100,[15. 32. 11. 36. 16. 39. 38. 25. 24.],[29  9  9  2  2  1  1  1  1]
1197,7,"[1564, 3280, 7124]",0,2,0,100,[30. 23. 19.  9.],[15 13  2  2]
1198,7,"[1564, 3280, 7124]",1,2,0,100,[ 9. 31. 36. 29.],[10  5  3  1]
1199,7,"[1564, 3280, 7124]",2,2,11,100,[ 7. 16.],[11  4]
1200,8,"[7340, 5080, 7058]",0,2,0,100,[39.  7.],[2 2]
1201,8,"[7340, 5080, 7058]",1,2,0,100,[32. 24. 12. 16. 39. 38. 36. 25.],[10  6  5  3  1  1  1  1]
1202,8,"[7340, 5080, 7058]",2,2,0,100,[30. 38.],[26  1]
1203,8,"[10435, 3784, 6283]",0,2,0,100,[13. 29.  9. 33.],[13  2  2  1]
1204,8,"[10435, 3784, 6283]",1,2,0,100,[11. 35. 26. 16. 38.],[13  9  9  8  1]
1205,8,"[10435, 3784, 6283]",2,2,0,100,[25. 30. 14. 21. 15.],[26  9  9  6  3]
1206,8,"[9873, 6477, 9699]",0,2,0,100,[13. 21.  9. 39. 26. 33.],[38  6  3  2  2  1]
1207,8,"[9873, 6477, 9699]",1,2,0,100,[25. 31. 16. 21. 38. 12. 36.  9. 26.],[33  8  6  5  4  4  2  2  1]
1208,8,"[9873, 6477, 9699]",2,2,0,100,[16.],[5]
1209,8,"[10190, 6395, 681]",0,2,0,100,[30. 25.  9. 23. 19.],[17 13 11  6  1]
1210,8,"[10190, 6395, 681]",1,2,0,100,[ 7. 22. 26. 16. 36.],[14 13 10  4  3]
1211,8,"[10190, 6395, 681]",2,2,0,100,[33. 25. 23.  9.],[21  5  3  3]
1212,8,"[1880, 3053, 11135]",0,2,0,100,[30. 29. 39. 19. 38.],[22  5  2  2  1]
1213,8,"[1880, 3053, 11135]",1,2,0,100,[12. 24. 32. 16.  7. 25. 39.],[54  8  7  7  3  2  1]
1214,8,"[1880, 3053, 11135]",2,2,0,100,[36. 20. 26. 15.  9. 25. 37.],[14  6  5  5  5  4  2]
1215,8,"[202, 7904, 9049]",0,2,0,100,[34. 16. 20. 26.  9.],[29 11  9  2  1]
1216,8,"[202, 7904, 9049]",1,2,0,100,[14.  9. 15. 32. 39. 36.],[9 6 4 2 1 1]
1217,8,"[202, 7904, 9049]",2,2,0,100,[32.  9.],[3 1]
1218,8,"[10253, 11539, 11011]",0,2,0,100,[16. 35. 30. 37.],[13  9  6  1]
1219,8,"[10253, 11539, 11011]",1,2,0,100,[30.  9. 24. 25. 37.],[9 7 4 3 1]
1220,8,"[10253, 11539, 11011]",2,2,29,100,[ 8. 32.  7. 39.  9.],[29  7  3  2  1]
1221,8,"[2984, 10118, 6642]",0,2,0,100,[9.],[4]
1222,8,"[2984, 10118, 6642]",1,2,0,100,[ 9. 33. 14. 23. 25. 15.],[30 18 11  5  4  3]
1223,8,"[2984, 10118, 6642]",2,2,0,100,[36. 16.  7.],[10 10  3]
1224,8,"[2841, 6021, 3684]",0,2,0,100,[21. 30.  7. 39. 26.],[9 8 6 1 1]
1225,8,"[2841, 6021, 3684]",1,2,0,100,[ 7. 25. 26. 22. 36. 16.],[29  7  5  4  3  3]
1226,8,"[2841, 6021, 3684]",2,2,0,100,[30. 25. 20. 26. 15.  9.],[13  7  7  4  4  4]
1227,8,"[2632, 6929, 3427]",0,2,0,100,[ 7. 32. 15. 38. 37. 27.],[20 10  6  1  1  1]
1228,8,"[2632, 6929, 3427]",1,2,0,100,[16. 33. 23. 38.],[27  8  8  1]
1229,8,"[2632, 6929, 3427]",2,2,0,100,[33.  9. 24.],[11  9  3]
1230,8,"[2403, 8753, 587]",0,2,0,100,[10. 22. 15. 31. 26. 36. 16.],[11 10  8  7  6  2  2]
1231,8,"[2403, 8753, 587]",1,2,0,100,[15. 10. 32. 16. 38. 36.],[30  8  3  2  1  1]
1232,8,"[2403, 8753, 587]",2,2,11,100,[ 8. 30.  7.  9.],[11 10  6  3]
1233,8,"[11973, 1924, 4848]",0,2,0,100,[13. 36.  7. 38. 37.],[9 5 2 1 1]
1234,8,"[11973, 1924, 4848]",1,2,0,100,[12. 21. 26. 16. 36.],[17  9  6  4  2]
1235,8,"[11973, 1924, 4848]",2,2,0,100,[36.],[3]
1236,8,"[5126, 2763, 3917]",0,2,0,100,[30. 19.],[29  1]
1237,8,"[5126, 2763, 3917]",1,2,0,100,[12. 26. 25. 16. 36.  7.],[15  8  7  7  4  1]
1238,8,"[5126, 2763, 3917]",2,2,8,100,[15. 30.  8. 16.  7.],[38 13  8  7  7]
1239,8,"[663, 89, 8635]",0,2,0,100,[26. 13. 39. 32.],[16 14  2  2]
1240,8,"[663, 89, 8635]",1,2,0,100,[12. 26. 35. 21. 16.  9. 36.],[16 13  9  6  6  6  5]
1241,8,"[663, 89, 8635]",2,2,0,100,[22. 26. 32. 19.],[14 10  3  1]
1242,8,"[9356, 2015, 6896]",0,2,0,100,[20. 26. 38. 19.],[12  8  2  1]
1243,8,"[9356, 2015, 6896]",1,2,0,100,[15. 26. 11. 30. 16.  9.],[25 13  8  4  2  2]
1244,8,"[9356, 2015, 6896]",2,2,0,100,[ 7. 26. 36. 22.],[16  6  3  1]
1245,8,"[7376, 8362, 11891]",0,2,0,100,[16.  7. 15. 32.],[11 10  7  6]
1246,8,"[7376, 8362, 11891]",1,2,0,100,[15. 26. 21.  9. 13. 35. 37.],[11  8  7  5  3  2  1]
1247,8,"[7376, 8362, 11891]",2,2,0,100,[19.  7.],[6 2]
1248,8,"[9268, 1654, 3692]",0,2,0,100,[36.  9. 20. 15. 10. 25. 39. 26. 16.],[12 10  9  9  7  3  2  2  1]
1249,8,"[9268, 1654, 3692]",1,2,0,100,[33. 13. 15.],[32  3  2]
1250,8,"[9268, 1654, 3692]",2,2,0,100,[ 9. 30. 38.],[11  5  1]
1251,8,"[10132, 10891, 4702]",0,2,0,100,[15. 10. 16.  9. 36.],[13  4  2  2  1]
1252,8,"[10132, 10891, 4702]",1,2,0,100,[33. 15. 16. 12.],[14 10  5  4]
1253,8,"[10132, 10891, 4702]",2,2,0,100,[21. 26. 36. 19.],[7 5 3 2]
1254,8,"[2115, 8269, 3663]",0,2,0,100,[ 9. 24. 37.],[7 6 1]
1255,8,"[2115, 8269, 3663]",1,2,0,100,[15. 30. 16. 10. 26. 21.],[37 16  6  6  4  4]
1256,8,"[2115, 8269, 3663]",2,2,0,100,[30. 38. 19.],[5 2 1]
1257,8,"[8094, 7397, 921]",0,2,0,100,[15. 16.  9. 10. 37.],[9 6 5 3 2]
1258,8,"[8094, 7397, 921]",1,2,0,100,[12. 25. 33. 16. 38. 37.],[42 36  4  2  1  1]
1259,8,"[8094, 7397, 921]",2,2,0,100,[33. 39.],[4 1]
1260,8,"[1691, 2093, 6025]",0,2,0,100,[35. 21. 26. 36.  9. 32.],[8 7 6 5 5 3]
1261,8,"[1691, 2093, 6025]",1,2,0,100,[32. 13. 39.  7.],[11 11  6  1]
1262,8,"[1691, 2093, 6025]",2,2,0,100,[13. 31.],[33  9]
1263,8,"[5767, 8408, 6523]",0,2,0,100,[33. 16. 22. 26.  9. 37.],[44  9  8  2  2  1]
1264,8,"[5767, 8408, 6523]",1,2,0,100,[ 7. 33. 38. 17.],[5 4 1 1]
1265,8,"[5767, 8408, 6523]",2,2,0,100,[ 9. 26. 36. 25. 20.],[6 5 3 2 2]
1266,8,"[6906, 9213, 5338]",0,2,0,100,[ 7. 38. 31.],[23  1  1]
1267,8,"[6906, 9213, 5338]",1,2,0,100,[36. 20. 26. 25.  7. 19.],[11  8  6  5  3  1]
1268,8,"[6906, 9213, 5338]",2,2,0,100,[15. 26. 11. 16. 38.],[36 32  4  2  1]
1269,8,"[6570, 1814, 8722]",0,2,0,100,[13.  9. 21. 35. 26. 36. 37.],[37 11 10  9  5  3  1]
1270,8,"[6570, 1814, 8722]",1,2,0,100,[22. 26. 16. 38.],[32  5  2  1]
1271,8,"[6570, 1814, 8722]",2,2,24,100,[ 8. 11. 16. 36.  7. 31.  9.],[24 13  5  3  3  2  1]
1272,8,"[275, 11264, 5102]",0,2,0,100,[26. 33. 39.],[8 6 1]
1273,8,"[275, 11264, 5102]",1,2,0,100,[32. 24. 39. 25.],[6 4 3 1]
1274,8,"[275, 11264, 5102]",2,2,0,100,[23.  7.],[14  3]
1275,8,"[8585, 4496, 3288]",0,2,0,100,[33. 26. 25. 20.  7.],[33  7  4  4  1]
1276,8,"[8585, 4496, 3288]",1,2,0,100,[36. 25. 16. 38. 37. 31.],[4 4 3 1 1 1]
1277,8,"[8585, 4496, 3288]",2,2,0,100,[30. 16. 10. 26. 22. 38.],[11  7  7  5  2  1]
1278,8,"[2170, 5824, 6098]",0,2,14,100,[21.  8.  7. 19.  9. 36. 26.],[25 14  6  4  3  2  2]
1279,8,"[2170, 5824, 6098]",1,2,0,100,[20.  9. 16. 26. 12. 36.],[30  9  8  7  7  2]
1280,8,"[2170, 5824, 6098]",2,2,0,100,[21. 35. 16. 26.  9. 38.],[17  7  7  4  2  1]
1281,8,"[4220, 1390, 1386]",0,2,0,100,[15. 20. 35. 26. 25. 16. 11.  9.],[34 14 11  7  6  6  5  3]
1282,8,"[4220, 1390, 1386]",1,2,0,100,[30.  7.],[12  4]
1283,8,"[4220, 1390, 1386]",2,2,0,100,[22. 26.],[36  5]
1284,8,"[4572, 9959, 8891]",0,2,0,100,[15. 16. 26. 33. 25.  7. 38. 37. 22.],[18 11  9  8  6  6  2  1  1]
1285,8,"[4572, 9959, 8891]",1,2,22,100,[23.  8.  7. 16. 11. 36.  9. 39. 38.],[36 22 13  9  8  7  4  1  1]
1286,8,"[4572, 9959, 8891]",2,2,25,100,[ 8.  7. 32. 13. 29.  9. 36.],[25 10  6  6  5  4  1]
1287,8,"[10487, 6935, 11728]",0,2,0,100,[ 9. 16. 11. 38. 36.],[16  7  7  2  1]
1288,8,"[10487, 6935, 11728]",1,2,0,100,[16. 35. 24. 25. 36.],[10  9  9  6  2]
1289,8,"[10487, 6935, 11728]",2,2,0,100,[36. 25. 24. 38.],[7 3 2 1]
1290,8,"[1507, 6094, 6167]",0,2,0,100,[30.  9. 39. 38.],[6 2 1 1]
1291,8,"[1507, 6094, 6167]",1,2,0,100,[12.  9. 36. 16.],[11  7  4  1]
1292,8,"[1507, 6094, 6167]",2,2,0,100,[12. 26. 21. 36. 16.],[12  5  5  2  2]
1293,8,"[4211, 10519, 2157]",0,2,0,100,[22. 26. 16. 12.  9. 36. 32. 38.],[10  7  5  5  3  2  2  1]
1294,8,"[4211, 10519, 2157]",1,2,0,100,[34. 21. 16.  9. 26. 37. 11.],[20 15  7  5  3  1  1]
1295,8,"[4211, 10519, 2157]",2,2,0,100,[30. 25. 38. 39.  7.],[22  4  2  1  1]
1296,8,"[1619, 3826, 3008]",0,2,0,100,[24. 11. 35. 16.  9. 25. 30. 38. 37.],[18 15 11 11  4  3  2  1  1]
1297,8,"[1619, 3826, 3008]",1,2,19,100,[ 8. 24. 32. 39. 36. 25.  7.],[19 13 10  2  1  1  1]
1298,8,"[1619, 3826, 3008]",2,2,0,100,[10. 16. 36.],[37  4  1]
1299,8,"[4475, 9441, 9593]",0,2,15,100,[ 8. 32.  7. 39.  9.],[15 12  6  3  3]
1300,8,"[4475, 9441, 9593]",1,2,0,100,[15. 16. 32.  9. 38. 36.],[31 13 11  2  1  1]
1301,8,"[4475, 9441, 9593]",2,2,0,100,[25. 31. 36. 38. 23. 19.],[10  6  5  3  2  2]
1302,8,"[3561, 2768, 3067]",0,2,10,100,[35.  8. 16. 12. 29. 30.  7. 37.],[25 10  9  8  5  4  2  1]
1303,8,"[3561, 2768, 3067]",1,2,0,100,[10. 21. 16. 26. 38. 37. 36. 32.  9.],[9 7 7 6 1 1 1 1 1]
1304,8,"[3561, 2768, 3067]",2,2,0,100,[15.  7. 36.],[20  8  4]
1305,8,"[3377, 11235, 11628]",0,2,0,100,[13. 26. 35.  9. 31.],[37  9  4  3  2]
1306,8,"[3377, 11235, 11628]",1,2,0,100,[20. 16. 26. 32.  9.],[15  9  7  4  1]
1307,8,"[3377, 11235, 11628]",2,2,0,100,[30.  7.],[5 2]
1308,8,"[10596, 11790, 10028]",0,2,0,100,[36. 38.],[3 1]
1309,8,"[10596, 11790, 10028]",1,2,0,100,[33. 15. 24. 25. 16. 10. 39. 38.  9.],[18 11  8  5  5  3  1  1  1]
1310,8,"[10596, 11790, 10028]",2,2,0,100,[9.],[2]
1311,8,"[2562, 10994, 2475]",0,2,0,100,[21. 36.  9. 26.],[36  2  2  1]
